validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
MLP_seq,7222.789,204665487.507,14306.135,0.11,16.67,43.33,76.67,6.97,7.07,9.45,6.97,7.17,14.24
MLP_seq,6812.591,193504311.082,13910.583,0.11,16.67,50.0,76.67,5.65,5.25,7.75,5.65,4.84,12.76
MLP_seq,6498.769,170135277.141,13043.591,0.11,26.67,43.33,70.0,2.04,1.28,4.11,2.04,0.5,9.75
MLP_seq,7288.01,205351194.735,14330.08,0.11,10.0,50.0,76.67,7.32,7.38,9.64,7.32,7.43,14.21
MLP_seq,6476.448,181020120.022,13454.372,0.1,20.0,53.33,80.0,4.58,4.54,7.08,4.58,4.5,12.18
MLP_seq,6847.49,184537056.024,13584.442,0.11,20.0,43.33,76.67,3.32,4.36,6.73,3.32,5.39,11.51
MLP_seq,6460.132,167561124.422,12944.54,0.11,30.0,43.33,76.67,2.48,1.66,4.61,2.48,0.82,10.46
MLP_seq,6283.964,167642233.443,12947.673,0.1,16.67,46.67,80.0,2.68,2.51,5.51,2.68,2.33,11.45
MLP_seq,6738.219,180045458.478,13418.102,0.11,20.0,43.33,73.33,2.41,3.32,6.0,2.41,4.23,11.37
MLP_seq,6915.865,191025309.67,13821.191,0.11,16.67,50.0,76.67,5.83,5.59,8.08,5.83,5.36,13.08
MLP_seq,6946.496,185338417.739,13613.905,0.11,16.67,40.0,76.67,4.69,4.56,7.06,4.69,4.44,12.08
MLP_seq,7249.376,200191148.251,14148.892,0.11,23.33,50.0,70.0,6.14,6.06,9.1,6.14,5.97,15.1
MLP_seq,7606.897,205939656.895,14350.598,0.12,20.0,36.67,70.0,6.81,6.0,9.07,6.81,5.18,15.12
MLP_seq,6895.134,186594575.894,13659.963,0.11,20.0,43.33,66.67,4.72,5.11,8.16,4.72,5.5,14.17
MLP_seq,8404.118,202447166.334,14228.393,0.14,3.33,23.33,60.0,3.6,4.57,7.91,3.6,5.53,14.45
MLP_seq,6577.258,170001162.652,13038.449,0.11,23.33,46.67,66.67,1.01,0.74,3.57,1.01,0.45,9.23
MLP_seq,6254.215,165588483.093,12868.119,0.1,30.0,50.0,76.67,2.65,1.92,4.72,2.65,1.17,10.32
MLP_seq,6286.293,168676185.73,12987.54,0.1,33.33,50.0,73.33,2.7,2.19,5.03,2.7,1.67,10.69
MLP_seq,7411.502,202604450.657,14233.919,0.12,10.0,36.67,76.67,7.37,6.53,9.13,7.37,5.67,14.32
MLP_seq,6434.083,173764740.495,13181.985,0.11,30.0,46.67,73.33,2.86,2.53,5.28,2.86,2.2,10.77
MLP_seq,6985.079,183165231.884,13533.855,0.11,13.33,50.0,70.0,4.59,5.14,7.89,4.59,5.69,13.37
MLP_seq,6793.799,184226686.473,13573.013,0.11,26.67,46.67,70.0,5.1,4.99,7.79,5.1,4.88,13.37
MLP_seq,6925.764,186973563.903,13673.828,0.11,13.33,50.0,76.67,4.64,4.92,7.87,4.64,5.2,13.72
MLP_seq,6859.413,189320012.183,13759.361,0.11,23.33,50.0,70.0,3.97,4.6,7.96,3.97,5.22,14.53
MLP_seq,6691.803,190214271.089,13791.819,0.11,23.33,60.0,76.67,5.18,5.61,8.05,5.18,6.04,12.97
MLP_seq,7176.66,192885762.905,13888.332,0.11,16.67,46.67,80.0,6.38,6.87,9.13,6.38,7.37,13.69
MLP_seq,7431.675,199149021.225,14112.017,0.12,20.0,43.33,70.0,7.62,7.22,9.41,7.62,6.81,13.86
MLP_seq,7411.248,194791390.196,13956.769,0.12,16.67,43.33,70.0,5.88,5.44,8.37,5.88,4.98,14.17
MLP_seq,7182.125,200381773.348,14155.627,0.11,23.33,46.67,70.0,5.64,5.45,8.5,5.64,5.26,14.5
MLP_seq,8297.936,204830151.35,14311.888,0.13,3.33,30.0,56.67,4.14,4.96,8.41,4.14,5.78,15.14
MLP_seq,6390.781,162644805.446,12753.227,0.11,23.33,46.67,73.33,1.38,1.12,3.94,1.38,0.86,9.55
MLP_seq,6337.423,168640124.77,12986.151,0.11,33.33,46.67,70.0,1.86,1.64,4.53,1.86,1.41,10.28
MLP_seq,7691.357,213381383.941,14607.58,0.12,6.67,40.0,76.67,8.3,8.28,10.71,8.3,8.27,15.58
MLP_seq,7067.354,193264855.041,13901.973,0.11,13.33,53.33,73.33,6.92,6.37,8.9,6.92,5.81,13.97
MLP_seq,7393.007,203314901.401,14258.853,0.12,13.33,46.67,76.67,7.35,7.34,9.99,7.35,7.32,15.28
MLP_seq,6993.794,185341943.557,13614.035,0.11,13.33,50.0,70.0,5.31,5.73,8.11,5.31,6.15,12.92
MLP_seq,6789.285,187115944.7,13679.033,0.11,20.0,56.67,70.0,5.44,5.08,7.85,5.44,4.71,13.38
MLP_seq,6482.499,179129351.227,13383.921,0.11,20.0,53.33,80.0,4.66,4.3,7.27,4.66,3.92,13.16
MLP_seq,7253.321,195067064.635,13966.641,0.11,20.0,36.67,73.33,5.53,6.26,9.21,5.53,6.99,15.05
MLP_seq,6915.807,195059936.299,13966.386,0.11,16.67,56.67,76.67,5.83,5.74,8.37,5.83,5.64,13.63
MLP_seq,7208.875,199875390.915,14137.729,0.11,16.67,46.67,80.0,5.95,5.54,8.24,5.95,5.13,13.61
MLP_seq,6401.077,175921289.286,13263.532,0.1,30.0,46.67,73.33,3.27,3.68,6.44,3.27,4.09,11.95
MLP_seq,6530.043,175739127.585,13256.664,0.11,16.67,43.33,80.0,2.92,2.78,5.9,2.92,2.63,12.05
MLP_seq,6554.35,179223091.226,13387.423,0.11,20.0,50.0,80.0,3.48,3.5,6.41,3.48,3.52,12.2
MLP_seq,8084.679,223937706.596,14964.548,0.12,13.33,33.33,66.67,6.33,6.92,10.26,6.33,7.51,16.79
MLP_seq,6356.733,181279423.614,13464.005,0.1,26.67,60.0,76.67,3.83,4.03,6.79,3.83,4.24,12.28
MLP_seq,6467.877,167610946.395,12946.465,0.11,33.33,43.33,70.0,1.75,1.19,4.06,1.75,0.61,9.79
MLP_seq,6865.652,174296397.381,13202.136,0.11,13.33,33.33,73.33,1.5,0.96,3.85,1.5,0.41,9.59
MLP_seq,6714.686,174835137.842,13222.524,0.11,16.67,40.0,73.33,2.06,1.6,4.53,2.06,1.12,10.36
MLP_seq,6386.254,170709652.297,13065.59,0.11,30.0,46.67,70.0,2.04,1.5,4.52,2.04,0.94,10.52
MLP_seq,6932.903,184660257.2,13588.976,0.11,16.67,53.33,73.33,4.53,4.76,7.14,4.53,4.99,11.95
MLP_seq,6357.756,178085930.608,13344.884,0.1,30.0,50.0,76.67,3.76,3.22,6.24,3.76,2.67,12.21
MLP_seq,6404.348,177606678.937,13326.916,0.1,13.33,60.0,83.33,4.66,4.11,7.08,4.66,3.54,12.95
MLP_seq,6823.413,186786139.136,13666.973,0.11,6.67,56.67,73.33,3.8,4.94,7.51,3.8,6.07,12.65
MLP_seq,6819.92,188373026.222,13724.905,0.11,23.33,53.33,73.33,5.0,5.33,7.99,5.0,5.67,13.28
MLP_seq,6897.776,187165904.676,13680.859,0.11,26.67,43.33,76.67,5.92,5.66,7.97,5.92,5.39,12.63
MLP_seq,6647.875,180636241.692,13440.098,0.11,20.0,43.33,80.0,3.87,4.38,6.72,3.87,4.89,11.45
MLP_seq,6982.653,183731360.588,13554.754,0.11,23.33,53.33,70.0,4.64,3.96,6.97,4.64,3.26,12.94
MLP_seq,7026.858,196475103.556,14016.958,0.11,16.67,46.67,70.0,4.47,5.42,8.44,4.47,6.36,14.41
MLP_seq,8144.183,214208327.652,14635.858,0.13,13.33,30.0,66.67,4.02,5.1,8.62,4.02,6.18,15.45
MLP_seq,6423.578,179819690.643,13409.686,0.1,23.33,60.0,80.0,3.81,3.83,6.73,3.81,3.85,12.49
MLP_seq,6328.171,170853863.59,13071.108,0.1,30.0,50.0,73.33,2.15,2.12,4.87,2.15,2.1,10.36
MLP_seq,6554.22,173823943.046,13184.231,0.11,26.67,46.67,70.0,2.2,1.61,4.47,2.2,1.01,10.17
MLP_seq,6606.849,172472043.806,13132.861,0.11,20.0,46.67,73.33,2.66,2.19,4.6,2.66,1.71,9.46
MLP_seq,6687.547,177607428.655,13326.944,0.11,16.67,43.33,73.33,2.18,1.85,4.58,2.18,1.51,10.05
MLP_seq,7635.163,206881287.888,14383.368,0.12,20.0,36.67,66.67,2.83,4.28,7.44,2.83,5.71,13.64
MLP_seq,7053.451,188122571.005,13715.778,0.11,13.33,46.67,73.33,5.66,4.77,7.3,5.66,3.85,12.37
MLP_seq,7308.997,189623614.89,13770.389,0.12,20.0,46.67,66.67,7.08,7.59,9.47,7.08,8.09,13.34
MLP_seq,8045.601,231425852.357,15212.687,0.12,10.0,40.0,73.33,7.64,7.16,10.5,7.64,6.66,17.02
MLP_seq,7912.235,203211629.408,14255.232,0.13,16.67,36.67,66.67,1.93,2.93,5.04,1.93,3.92,9.33
MLP_seq,6703.459,183646580.939,13551.627,0.11,26.67,46.67,73.33,3.03,3.18,5.93,3.03,3.32,11.42
MLP_seq,7402.973,189321645.518,13759.42,0.12,13.33,43.33,63.33,6.74,6.31,8.86,6.74,5.88,13.95
MLP_seq,7706.348,200032832.36,14143.296,0.12,20.0,33.33,73.33,5.81,6.28,8.87,5.81,6.75,14.04
MLP_seq,7078.23,190600496.961,13805.814,0.11,16.67,40.0,70.0,3.42,3.28,6.54,3.42,3.15,12.93
MLP_seq,8684.685,232106446.708,15235.04,0.14,16.67,30.0,56.67,4.02,4.61,8.32,4.02,5.2,15.5
MLP_seq,7380.164,186274145.145,13648.229,0.12,23.33,36.67,66.67,4.62,3.72,5.89,4.62,2.79,10.32
MLP_seq,6661.942,175026213.191,13229.747,0.11,23.33,46.67,76.67,3.33,3.18,5.67,3.33,3.02,10.69
MLP_seq,6831.748,193502574.911,13910.52,0.11,13.33,53.33,76.67,5.44,4.53,7.27,5.44,3.6,12.72
MLP_seq,6706.638,192696978.246,13881.534,0.11,20.0,56.67,73.33,4.35,4.93,7.68,4.35,5.5,13.15
MLP_seq,6338.94,177799369.723,13334.143,0.1,30.0,50.0,80.0,3.19,3.38,6.13,3.19,3.57,11.63
MLP_seq,7330.376,186142812.127,13643.416,0.12,10.0,40.0,70.0,3.89,4.71,6.78,3.89,5.53,11.0
MLP_seq,7427.924,197916206.812,14068.27,0.12,23.33,43.33,63.33,2.18,2.26,5.96,2.18,2.34,13.13
MLP_seq,6947.696,185755289.568,13629.207,0.11,6.67,43.33,73.33,3.57,3.49,6.8,3.57,3.41,13.28
MLP_seq,6648.019,175424367.92,13244.786,0.11,26.67,50.0,70.0,2.41,3.71,6.67,2.41,4.98,12.54
MLP_seq,6792.211,190385542.004,13798.027,0.11,30.0,50.0,73.33,3.99,4.27,6.77,3.99,4.55,11.78
MLP_seq,6908.419,179840545.777,13410.464,0.11,26.67,43.33,73.33,4.22,4.17,6.65,4.22,4.11,11.65
MLP_seq,7099.241,184556871.515,13585.171,0.11,16.67,40.0,76.67,4.1,4.27,7.08,4.1,4.44,12.66
MLP_seq,6822.284,180450890.741,13433.201,0.11,20.0,43.33,76.67,4.2,3.83,6.72,4.2,3.45,12.47
MLP_seq,6999.732,181132045.028,13458.531,0.11,10.0,46.67,70.0,3.3,4.54,7.43,3.3,5.76,13.16
MLP_seq,7903.026,188557739.129,13731.633,0.13,13.33,40.0,60.0,5.23,4.85,6.57,5.23,4.46,10.11
MLP_seq,6803.632,192576918.326,13877.209,0.11,33.33,50.0,80.0,5.52,5.29,7.8,5.52,5.05,12.85
MLP_seq,6958.773,191848062.875,13850.923,0.11,16.67,50.0,76.67,6.24,6.16,8.44,6.24,6.09,13.05
MLP_seq,6961.663,193611897.802,13914.449,0.11,20.0,50.0,76.67,6.43,6.35,8.86,6.43,6.28,13.9
MLP_seq,6953.0,194815038.026,13957.616,0.11,16.67,50.0,80.0,5.76,5.95,8.6,5.76,6.14,13.88
MLP_seq,6604.891,190491848.497,13801.878,0.11,20.0,60.0,80.0,5.66,5.71,8.29,5.66,5.76,13.47
MLP_seq,7000.014,183307348.637,13539.104,0.11,20.0,40.0,73.33,3.77,4.25,6.62,3.77,4.73,11.4
MLP_seq,6466.666,167272843.725,12933.4,0.11,13.33,53.33,76.67,3.56,3.11,6.34,3.56,2.65,12.69
MLP_seq,6618.204,171669901.997,13102.286,0.11,20.0,43.33,80.0,3.77,3.36,6.21,3.77,2.95,11.86
MLP_seq,7220.239,191958302.015,13854.902,0.12,13.33,43.33,70.0,4.19,5.4,8.21,4.19,6.59,13.79
MLP_seq,7206.083,192165324.132,13862.371,0.11,13.33,43.33,73.33,5.53,6.09,8.34,5.53,6.65,12.9
MLP_seq,7184.76,189192246.39,13754.717,0.12,13.33,40.0,76.67,5.56,5.5,7.75,5.56,5.44,12.29
MLP_seq,7111.952,193481969.099,13909.78,0.11,30.0,40.0,76.67,4.74,4.98,7.62,4.74,5.22,12.9
MLP_seq,6963.896,177850675.746,13336.067,0.11,16.67,43.33,73.33,4.25,4.0,6.89,4.25,3.75,12.62
MLP_seq,6727.766,192059983.246,13858.571,0.11,30.0,46.67,70.0,3.51,4.32,7.54,3.51,5.12,13.88
MLP_seq,8536.691,231352270.491,15210.269,0.13,13.33,30.0,63.33,6.1,7.19,9.55,6.1,8.26,14.31
MLP_seq,6436.389,178192544.635,13348.878,0.1,26.67,46.67,80.0,3.53,3.83,6.26,3.53,4.14,11.14
MLP_seq,6750.504,189488396.866,13765.478,0.11,23.33,50.0,76.67,5.13,4.73,7.32,5.13,4.33,12.52
MLP_seq,6438.459,185359947.904,13614.696,0.1,26.67,53.33,80.0,4.6,4.44,7.04,4.6,4.28,12.24
MLP_seq,6497.482,177260144.672,13313.908,0.11,26.67,50.0,73.33,3.14,3.29,5.81,3.14,3.43,10.87
MLP_seq,6560.278,186112766.268,13642.315,0.11,26.67,50.0,80.0,4.7,4.82,7.35,4.7,4.95,12.44
MLP_seq,6531.348,186822625.862,13668.307,0.11,30.0,50.0,76.67,3.61,4.49,7.12,3.61,5.37,12.39
MLP_seq,6739.455,185513612.738,13620.338,0.11,20.0,50.0,76.67,4.05,4.3,7.2,4.05,4.54,12.97
MLP_seq,6989.964,185179398.26,13608.064,0.11,13.33,43.33,73.33,4.04,3.85,6.84,4.04,3.65,12.77
MLP_seq,6907.656,177493501.116,13322.669,0.11,13.33,36.67,70.0,3.81,4.36,7.01,3.81,4.91,12.3
MLP_seq,6960.747,191393639.93,13834.509,0.11,23.33,46.67,73.33,4.78,5.03,7.3,4.78,5.29,11.9
MLP_seq,7052.502,191077707.816,13823.086,0.11,26.67,43.33,73.33,4.64,4.84,7.37,4.64,5.04,12.46
MLP_seq,6728.379,186234100.199,13646.762,0.11,20.0,53.33,73.33,2.53,3.69,7.12,2.53,4.84,13.82
MLP_seq,7497.933,193457786.616,13908.91,0.12,16.67,33.33,73.33,6.52,6.2,9.2,6.52,5.88,15.13
MLP_seq,6631.669,187630685.241,13697.835,0.11,23.33,53.33,66.67,2.77,3.7,6.78,2.77,4.62,12.86
MLP_seq,9064.503,225372833.734,15012.423,0.14,10.0,20.0,46.67,6.1,6.23,9.31,6.1,6.36,15.36
MLP_seq,6696.572,188726974.676,13737.794,0.11,16.67,56.67,80.0,5.38,5.64,8.11,5.38,5.9,13.08
MLP_seq,6868.208,190554637.957,13804.153,0.11,10.0,56.67,80.0,5.55,5.57,8.22,5.55,5.59,13.51
MLP_seq,6617.694,187160109.924,13680.647,0.11,23.33,50.0,80.0,5.34,5.27,7.82,5.34,5.2,12.93
MLP_seq,6883.635,190108199.816,13787.973,0.11,13.33,50.0,80.0,5.35,5.5,8.05,5.35,5.66,13.16
MLP_seq,6716.799,187659409.025,13698.883,0.11,20.0,60.0,80.0,5.74,5.8,8.2,5.74,5.85,13.05
MLP_seq,6657.941,180475998.516,13434.136,0.11,26.67,50.0,76.67,0.69,1.51,4.84,0.69,2.33,11.38
MLP_seq,6962.735,182078519.634,13493.647,0.11,10.0,43.33,73.33,3.14,3.65,6.45,3.14,4.15,12.04
MLP_seq,6690.489,174412584.988,13206.536,0.11,16.67,46.67,76.67,2.8,3.17,6.22,2.8,3.54,12.26
MLP_seq,6816.883,198994286.089,14106.533,0.11,23.33,50.0,70.0,2.37,4.13,7.37,2.37,5.84,13.73
MLP_seq,6740.245,192548077.745,13876.169,0.11,23.33,56.67,76.67,4.44,4.64,7.05,4.44,4.84,11.93
MLP_seq,7286.513,192196628.026,13863.5,0.12,13.33,40.0,73.33,5.0,5.14,7.67,5.0,5.28,12.75
MLP_seq,6813.585,187646785.601,13698.423,0.11,20.0,46.67,76.67,4.13,4.75,7.21,4.13,5.38,12.14
MLP_seq,6898.121,190302081.589,13795.002,0.11,23.33,43.33,76.67,4.3,3.95,6.94,4.3,3.58,12.87
MLP_seq,6889.117,190702397.303,13809.504,0.11,20.0,40.0,73.33,4.41,4.01,6.98,4.41,3.6,12.85
MLP_seq,7916.422,202156776.387,14218.185,0.13,10.0,43.33,63.33,4.35,3.89,6.31,4.35,3.42,11.19
MLP_seq,6319.307,182914704.92,13524.596,0.1,26.67,53.33,80.0,4.53,4.46,6.93,4.53,4.39,11.9
MLP_seq,6387.706,183284559.559,13538.263,0.1,23.33,53.33,80.0,4.58,4.5,6.93,4.58,4.42,11.84
MLP_seq,6377.317,183964900.072,13563.366,0.1,26.67,53.33,80.0,4.35,4.32,6.84,4.35,4.29,11.9
MLP_seq,6381.244,183712812.268,13554.07,0.1,26.67,53.33,80.0,4.24,4.26,6.78,4.24,4.28,11.84
MLP_seq,6423.537,183951115.1,13562.858,0.1,26.67,53.33,80.0,4.18,4.21,6.73,4.18,4.24,11.79
MLP_seq,6566.567,192058015.987,13858.5,0.1,26.67,53.33,73.33,2.03,4.17,7.45,2.03,6.23,13.88
MLP_seq,7033.012,179834914.399,13410.254,0.11,13.33,43.33,73.33,3.92,3.9,7.11,3.92,3.88,13.42
MLP_seq,7141.893,173748315.204,13181.362,0.12,16.67,33.33,73.33,3.82,3.74,6.55,3.82,3.67,12.13
MLP_seq,6813.419,181366977.509,13467.256,0.11,23.33,46.67,70.0,2.75,4.43,7.15,2.75,6.08,12.57
MLP_seq,6845.026,191017077.537,13820.893,0.11,26.67,63.33,70.0,5.29,4.89,7.01,5.29,4.48,11.33
MLP_seq,6940.425,185354906.044,13614.511,0.11,16.67,46.67,70.0,4.13,3.87,6.25,4.13,3.6,11.05
MLP_seq,6798.709,183281742.386,13538.159,0.11,26.67,46.67,76.67,2.71,3.39,6.61,2.71,4.06,12.93
MLP_seq,6539.026,185311902.91,13612.931,0.11,23.33,50.0,76.67,2.91,3.76,6.98,2.91,4.6,13.31
MLP_seq,6739.556,189281518.05,13757.962,0.11,23.33,50.0,73.33,3.24,2.95,6.35,3.24,2.66,12.99
MLP_seq,7496.096,199881462.096,14137.944,0.13,20.0,50.0,70.0,3.29,1.32,5.21,3.29,0.75,12.72
MLP_seq,6619.346,186514749.642,13657.04,0.11,20.0,53.33,80.0,5.46,5.36,7.43,5.46,5.25,11.65
MLP_seq,6572.537,185538771.095,13621.262,0.11,23.33,50.0,80.0,5.44,5.16,7.33,5.44,4.89,11.73
MLP_seq,6400.535,184829154.817,13595.189,0.1,30.0,46.67,80.0,4.72,4.68,6.91,4.72,4.64,11.44
MLP_seq,6330.958,183928047.715,13562.008,0.1,33.33,53.33,80.0,3.78,4.2,6.49,3.78,4.62,11.13
MLP_seq,6418.481,184607572.401,13587.037,0.1,33.33,50.0,76.67,3.93,4.26,6.5,3.93,4.58,11.05
MLP_seq,6632.07,183953161.038,13562.933,0.11,23.33,50.0,76.67,2.96,3.87,6.4,2.96,4.77,11.5
MLP_seq,6473.243,182468018.802,13508.072,0.11,23.33,53.33,70.0,3.03,3.26,6.05,3.03,3.5,11.61
MLP_seq,6564.653,168898652.431,12996.101,0.11,16.67,50.0,73.33,1.74,2.48,5.21,1.74,3.21,10.68
MLP_seq,6627.318,180538374.962,13436.457,0.11,16.67,50.0,76.67,3.31,3.9,6.75,3.31,4.49,12.4
MLP_seq,6957.725,203895013.676,14279.181,0.11,20.0,56.67,73.33,5.06,5.34,8.3,5.06,5.62,14.15
MLP_seq,6991.897,194311036.482,13939.549,0.11,16.67,53.33,73.33,3.57,3.73,6.05,3.57,3.88,10.75
MLP_seq,7233.026,194199950.158,13935.564,0.12,20.0,43.33,73.33,4.35,4.93,7.88,4.35,5.51,13.71
MLP_seq,7197.874,191163111.022,13826.175,0.12,16.67,40.0,73.33,2.42,2.87,5.79,2.42,3.31,11.6
MLP_seq,7092.473,186116967.542,13642.469,0.12,6.67,33.33,70.0,2.28,2.61,5.72,2.28,2.93,11.88
MLP_seq,7086.243,188352122.053,13724.144,0.12,16.67,40.0,66.67,0.99,1.8,5.28,0.99,2.61,12.07
MLP_seq,6521.087,187727521.09,13701.369,0.11,43.33,50.0,73.33,3.06,3.09,6.05,3.06,3.13,11.92
MLP_seq,6828.527,182988056.081,13527.308,0.11,33.33,43.33,70.0,1.56,1.42,4.94,1.56,1.28,11.82
MLP_seq,6956.585,187466216.849,13691.83,0.11,16.67,46.67,73.33,4.53,4.0,6.95,4.53,3.46,12.8
MLP_seq,6947.172,180923723.194,13450.789,0.12,23.33,43.33,63.33,1.3,0.71,3.76,1.3,0.11,9.82
MLP_seq,6901.376,192597982.905,13877.968,0.11,26.67,43.33,70.0,3.49,3.15,6.26,3.49,2.8,12.4
MLP_seq,6661.649,195697765.703,13989.202,0.11,26.67,56.67,76.67,4.38,4.07,6.89,4.38,3.77,12.5
MLP_seq,7176.04,200427495.036,14157.242,0.11,13.33,53.33,73.33,4.41,4.09,7.21,4.41,3.75,13.36
MLP_seq,7084.041,196511078.949,14018.241,0.11,16.67,43.33,76.67,4.02,3.81,7.16,4.02,3.6,13.71
MLP_seq,6642.82,188511734.755,13729.958,0.11,16.67,56.67,76.67,4.17,4.39,7.5,4.17,4.61,13.63
MLP_seq,6591.361,187983940.253,13710.724,0.11,23.33,46.67,73.33,3.5,3.5,6.82,3.5,3.5,13.33
MLP_seq,6654.797,187621904.136,13697.515,0.11,30.0,40.0,76.67,2.49,2.51,5.42,2.49,2.53,11.19
MLP_seq,6713.48,191361580.59,13833.35,0.11,30.0,46.67,76.67,4.27,3.96,6.73,4.27,3.63,12.25
MLP_seq,6733.279,178944012.98,13376.996,0.11,20.0,43.33,70.0,3.0,2.45,5.77,3.0,1.88,12.29
MLP_seq,6593.589,182525574.25,13510.203,0.11,16.67,43.33,73.33,2.54,1.92,5.37,2.54,1.28,12.11
MLP_seq,6961.502,193806041.843,13921.424,0.11,13.33,43.33,66.67,4.33,3.87,6.97,4.33,3.4,13.1
MLP_seq,6749.702,188698349.735,13736.752,0.11,20.0,53.33,76.67,4.32,4.29,7.29,4.32,4.26,13.21
MLP_seq,7028.735,197140767.819,14040.683,0.11,16.67,50.0,66.67,4.23,3.75,6.81,4.23,3.26,12.86
MLP_seq,6725.736,193918039.05,13925.446,0.11,33.33,50.0,73.33,3.89,3.24,6.26,3.89,2.58,12.23
