validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
MLP_seq,7500.017,211671936.698,14548.95,0.12,16.67,46.67,73.33,5.61,8.65,10.34,5.61,11.72,13.69
MLP_seq,7508.968,212625511.711,14581.684,0.12,20.0,43.33,70.0,5.71,8.9,10.27,5.71,12.12,13.02
MLP_seq,7302.198,207047147.148,14389.133,0.12,20.0,50.0,73.33,5.37,8.79,10.22,5.37,12.23,13.05
MLP_seq,7799.449,205271638.28,14327.304,0.13,13.33,40.0,63.33,5.76,8.91,10.55,5.76,12.09,13.79
MLP_seq,7807.049,201537231.798,14196.381,0.13,6.67,40.0,63.33,2.54,5.76,7.24,2.54,9.01,10.19
MLP_seq,7224.099,199696473.687,14131.4,0.12,23.33,50.0,70.0,5.12,8.6,10.3,5.12,12.08,13.67
MLP_seq,7183.209,189957633.214,13782.512,0.12,20.0,40.0,80.0,3.26,7.18,8.25,3.26,11.08,10.42
MLP_seq,7679.189,214481703.53,14645.194,0.12,20.0,40.0,70.0,5.14,8.61,10.11,5.14,12.09,13.1
MLP_seq,7267.509,202712892.218,14237.728,0.12,20.0,40.0,73.33,4.31,7.53,9.32,4.31,10.78,12.85
MLP_seq,7102.701,190501697.327,13802.235,0.12,10.0,50.0,76.67,2.18,5.89,7.82,2.18,9.59,11.63
MLP_seq,6967.298,199632894.992,14129.151,0.12,26.67,50.0,76.67,4.08,7.65,9.28,4.08,11.22,12.52
MLP_seq,7515.497,195200482.096,13971.417,0.13,13.33,43.33,60.0,2.55,5.91,7.25,2.55,9.28,9.94
MLP_seq,6870.89,185840000.535,13632.315,0.12,20.0,53.33,73.33,1.98,5.76,7.69,1.98,9.54,11.47
MLP_seq,7320.26,186494638.644,13656.304,0.12,6.67,43.33,70.0,2.36,5.59,7.37,2.36,8.85,10.87
MLP_seq,7418.999,186798306.178,13667.418,0.13,20.0,33.33,63.33,0.72,6.14,7.13,0.72,11.37,9.15
MLP_seq,7390.238,208991636.83,14456.543,0.12,16.67,50.0,76.67,5.22,8.27,9.95,5.22,11.36,13.29
MLP_seq,7521.305,214145165.447,14633.7,0.12,20.0,53.33,70.0,6.02,9.15,10.59,6.02,12.3,13.47
MLP_seq,7349.797,210195959.211,14498.136,0.12,16.67,43.33,76.67,5.46,8.75,10.27,5.46,12.05,13.29
MLP_seq,7827.54,216163131.628,14702.487,0.13,20.0,43.33,70.0,5.78,8.74,10.53,5.78,11.73,14.06
MLP_seq,7603.838,190970664.84,13819.214,0.13,16.67,30.0,63.33,1.13,4.48,6.34,1.13,7.86,10.01
MLP_seq,7508.27,201154948.76,14182.91,0.12,20.0,46.67,66.67,5.4,8.84,10.58,5.4,12.29,14.01
MLP_seq,7344.881,186763934.432,13666.16,0.12,13.33,40.0,76.67,2.77,6.97,8.55,2.77,11.13,11.68
MLP_seq,7434.328,201393087.761,14191.303,0.12,23.33,50.0,70.0,3.84,7.37,8.85,3.84,10.91,11.81
MLP_seq,7230.404,208327814.551,14433.566,0.12,26.67,53.33,73.33,4.72,7.98,9.78,4.72,11.26,13.33
MLP_seq,7232.043,191934994.138,13854.061,0.12,13.33,36.67,73.33,2.2,6.0,7.96,2.2,9.78,11.82
MLP_seq,6821.913,196853960.018,14030.465,0.11,33.33,53.33,76.67,3.74,7.48,9.12,3.74,11.21,12.37
MLP_seq,7670.398,195573117.023,13984.746,0.13,13.33,36.67,60.0,1.57,5.11,6.79,1.57,8.66,10.14
MLP_seq,6817.284,186291022.507,13648.847,0.12,13.33,46.67,76.67,1.45,5.06,6.9,1.45,8.67,10.54
MLP_seq,7114.035,182065092.236,13493.15,0.12,10.0,46.67,76.67,1.21,4.89,6.76,1.21,8.57,10.46
MLP_seq,7426.277,190437758.148,13799.919,0.12,23.33,33.33,73.33,4.18,7.97,9.24,4.18,11.74,11.79
MLP_seq,7365.641,209202815.664,14463.845,0.12,23.33,50.0,76.67,5.27,8.57,10.19,5.27,11.9,13.41
MLP_seq,7515.234,215248469.558,14671.349,0.12,20.0,50.0,73.33,5.65,9.06,10.63,5.65,12.47,13.75
MLP_seq,7638.064,214983903.269,14662.329,0.12,20.0,46.67,70.0,6.06,9.43,10.9,6.06,12.82,13.84
MLP_seq,7896.217,216790576.955,14723.81,0.13,20.0,43.33,70.0,5.37,8.75,10.57,5.37,12.13,14.17
MLP_seq,7515.169,192003948.679,13856.549,0.13,13.33,43.33,63.33,1.68,5.17,6.75,1.68,8.67,9.9
MLP_seq,7003.072,199100051.449,14110.282,0.12,26.67,50.0,76.67,3.76,7.43,9.23,3.76,11.09,12.8
MLP_seq,7714.839,206241581.003,14361.114,0.13,33.33,43.33,66.67,5.64,9.36,11.13,5.64,13.08,14.61
MLP_seq,7382.588,196007820.157,14000.279,0.12,10.0,46.67,70.0,3.24,6.85,8.31,3.24,10.45,11.24
MLP_seq,7299.268,208723737.362,14447.274,0.12,20.0,46.67,73.33,4.51,7.91,9.59,4.51,11.32,12.91
MLP_seq,7433.33,212930047.537,14592.123,0.12,20.0,46.67,73.33,4.83,8.35,10.25,4.83,11.87,14.0
MLP_seq,7026.438,199278653.955,14116.609,0.12,26.67,53.33,73.33,3.93,7.52,9.18,3.93,11.1,12.49
MLP_seq,8433.032,240037185.938,15493.134,0.13,16.67,46.67,66.67,7.06,10.37,12.22,7.06,13.69,15.86
MLP_seq,7635.991,219359488.258,14810.79,0.12,16.67,46.67,73.33,5.9,9.44,10.99,5.9,12.99,14.05
MLP_seq,7653.951,218161707.625,14770.298,0.12,20.0,43.33,70.0,5.85,8.93,10.63,5.85,12.04,13.98
MLP_seq,8287.448,211849831.893,14555.062,0.14,10.0,30.0,66.67,5.24,8.73,9.95,5.24,12.23,12.4
MLP_seq,7333.062,207968906.243,14421.127,0.12,20.0,53.33,76.67,5.1,8.29,10.01,5.1,11.51,13.4
MLP_seq,7283.463,209150616.671,14462.041,0.12,20.0,46.67,73.33,5.28,8.51,10.03,5.28,11.76,13.06
MLP_seq,7347.515,210013704.358,14491.85,0.12,23.33,50.0,76.67,5.26,8.61,10.24,5.26,11.99,13.45
MLP_seq,7674.622,212193135.017,14566.851,0.12,20.0,43.33,66.67,5.49,8.66,10.41,5.49,11.85,13.88
MLP_seq,7707.026,193556454.804,13912.457,0.13,6.67,40.0,60.0,2.38,5.72,7.38,2.38,9.08,10.67
MLP_seq,7131.976,199235391.916,14115.077,0.12,23.33,46.67,76.67,4.79,8.11,9.71,4.79,11.44,12.89
MLP_seq,7733.106,220554241.693,14851.069,0.12,33.33,43.33,66.67,5.93,9.46,11.29,5.93,12.98,14.91
MLP_seq,7059.871,198421408.923,14086.213,0.12,23.33,50.0,73.33,2.56,6.33,7.94,2.56,10.09,11.14
MLP_seq,7156.085,205307658.295,14328.561,0.12,23.33,46.67,73.33,4.19,7.53,9.25,4.19,10.88,12.67
MLP_seq,7263.036,201248505.445,14186.208,0.12,13.33,46.67,73.33,3.88,7.53,9.29,3.88,11.17,12.76
MLP_seq,6875.731,196835400.227,14029.804,0.11,20.0,56.67,76.67,3.67,7.46,9.06,3.67,11.24,12.23
MLP_seq,7624.988,204523611.6,14301.175,0.13,20.0,36.67,66.67,3.46,7.13,8.56,3.46,10.8,11.43
MLP_seq,7027.648,187360391.831,13687.965,0.12,13.33,43.33,73.33,1.29,5.06,7.02,1.29,8.82,10.88
MLP_seq,7255.825,188709022.503,13737.14,0.12,6.67,36.67,73.33,1.92,5.53,7.14,1.92,9.14,10.34
MLP_seq,7757.25,203462407.488,14264.025,0.13,16.67,40.0,73.33,5.02,8.45,9.68,5.02,11.9,12.14
MLP_seq,7354.954,208471976.286,14438.559,0.12,16.67,50.0,76.67,5.1,8.48,10.06,5.1,11.88,13.18
MLP_seq,7224.338,206736251.192,14378.326,0.12,30.0,50.0,73.33,4.75,8.04,9.64,4.75,11.34,12.83
MLP_seq,7323.209,208018486.261,14422.846,0.12,20.0,50.0,73.33,4.97,8.4,10.04,4.97,11.84,13.29
MLP_seq,7647.687,212708923.355,14584.544,0.12,16.67,43.33,70.0,4.84,8.29,10.11,4.84,11.76,13.69
MLP_seq,7689.696,194636107.375,13951.205,0.13,10.0,40.0,63.33,2.43,5.8,7.41,2.43,9.19,10.61
MLP_seq,7269.631,205916192.376,14349.78,0.12,13.33,53.33,76.67,5.09,8.49,10.16,5.09,11.91,13.46
MLP_seq,8881.314,245426437.145,15666.092,0.14,10.0,30.0,56.67,7.9,11.64,13.46,7.9,15.36,17.03
MLP_seq,8935.998,244411991.162,15633.681,0.14,13.33,36.67,60.0,8.66,11.89,13.51,8.66,15.14,16.72
MLP_seq,7424.449,212986813.579,14594.068,0.12,16.67,50.0,73.33,4.56,7.95,9.71,4.56,11.35,13.2
MLP_seq,7438.383,206411520.042,14367.029,0.12,20.0,40.0,70.0,4.21,7.39,9.07,4.21,10.59,12.4
MLP_seq,6808.998,195984530.667,13999.448,0.11,26.67,50.0,76.67,3.77,7.59,9.2,3.77,11.39,12.38
MLP_seq,7468.138,199112452.352,14110.721,0.12,20.0,40.0,66.67,3.17,6.88,8.47,3.17,10.59,11.62
MLP_seq,7226.056,190951096.546,13818.506,0.12,16.67,43.33,66.67,1.51,5.92,7.72,1.51,10.28,11.27
MLP_seq,7549.882,187528419.043,13694.102,0.13,3.33,36.67,70.0,2.04,5.13,6.83,2.04,8.26,10.21
MLP_seq,8608.764,211334962.428,14537.364,0.14,3.33,30.0,66.67,4.96,8.61,9.58,4.96,12.26,11.53
MLP_seq,7076.089,197031423.949,14036.788,0.12,23.33,46.67,76.67,3.81,7.24,8.86,3.81,10.68,12.09
MLP_seq,7326.806,208575282.285,14442.136,0.12,23.33,43.33,73.33,4.88,8.43,9.91,4.88,11.99,12.85
MLP_seq,7331.299,203164412.876,14253.575,0.12,16.67,50.0,70.0,4.47,8.13,9.6,4.47,11.79,12.51
MLP_seq,7411.749,192602798.16,13878.141,0.12,16.67,40.0,70.0,3.83,7.02,8.25,3.83,10.23,10.72
MLP_seq,7848.862,195578812.316,13984.949,0.13,10.0,36.67,60.0,2.68,5.93,7.57,2.68,9.21,10.83
MLP_seq,7310.306,200271420.02,14151.729,0.12,26.67,53.33,70.0,3.73,7.48,9.09,3.73,11.22,12.29
MLP_seq,7601.344,194186233.424,13935.072,0.13,16.67,36.67,63.33,4.27,8.11,9.58,4.27,11.93,12.5
MLP_seq,7570.916,221557573.688,14884.81,0.12,23.33,46.67,73.33,5.43,8.49,10.25,5.43,11.58,13.72
MLP_seq,7263.156,198620476.335,14093.278,0.12,20.0,43.33,76.67,2.69,5.97,7.8,2.69,9.28,11.4
MLP_seq,7055.488,185744131.877,13628.798,0.12,16.67,40.0,80.0,2.15,5.78,7.61,2.15,9.43,11.22
MLP_seq,6754.291,192500205.325,13874.444,0.11,23.33,60.0,80.0,2.66,6.58,8.09,2.66,10.49,11.08
MLP_seq,7624.548,201971358.183,14211.663,0.13,16.67,33.33,73.33,3.03,6.8,8.71,3.03,10.56,12.46
MLP_seq,6654.847,187624773.009,13697.619,0.11,16.67,53.33,80.0,2.0,6.03,7.69,2.0,10.03,10.99
MLP_seq,7211.426,188585809.763,13732.655,0.12,10.0,43.33,80.0,2.04,5.9,7.59,2.04,9.74,10.95
MLP_seq,8372.088,207300931.047,14397.949,0.14,3.33,30.0,63.33,3.95,7.95,9.22,3.95,11.92,11.76
MLP_seq,6703.512,194083082.168,13931.37,0.11,20.0,53.33,76.67,2.4,6.66,8.41,2.4,10.86,11.88
MLP_seq,6900.776,195741290.86,13990.757,0.11,30.0,46.67,80.0,3.58,7.47,8.87,3.58,11.33,11.68
MLP_seq,6964.712,198545460.468,14090.616,0.12,26.67,46.67,76.67,3.19,7.14,8.67,3.19,11.07,11.72
MLP_seq,7548.999,200585736.944,14162.829,0.13,16.67,30.0,73.33,3.08,6.81,8.49,3.08,10.53,11.83
MLP_seq,7956.363,215844666.046,14691.653,0.13,23.33,40.0,60.0,5.01,8.1,9.83,5.01,11.22,13.25
MLP_seq,7495.494,192038538.28,13857.797,0.13,16.67,46.67,66.67,4.21,7.24,8.94,4.21,10.31,12.3
MLP_seq,7984.72,209352201.239,14469.008,0.13,16.67,43.33,60.0,4.49,8.17,10.3,4.49,11.84,14.46
MLP_seq,7616.314,215390947.593,14676.203,0.12,20.0,43.33,73.33,4.35,7.92,9.54,4.35,11.48,12.76
MLP_seq,7265.875,197768297.157,14063.012,0.12,20.0,36.67,76.67,2.42,6.16,7.86,2.42,9.88,11.23
MLP_seq,7010.862,186845956.718,13669.161,0.12,20.0,40.0,80.0,2.85,6.45,8.02,2.85,10.06,11.12
MLP_seq,6782.806,194972537.101,13963.257,0.11,23.33,60.0,80.0,2.2,6.38,7.95,2.2,10.52,11.08
MLP_seq,7650.333,207768519.606,14414.178,0.13,20.0,40.0,70.0,4.86,8.29,9.81,4.86,11.74,12.83
MLP_seq,6726.934,187734583.921,13701.627,0.11,16.67,50.0,83.33,1.93,5.72,7.34,1.93,9.51,10.56
MLP_seq,7409.205,194515981.563,13946.899,0.12,16.67,40.0,76.67,2.8,6.71,8.44,2.8,10.59,11.87
MLP_seq,8258.873,216406529.021,14710.762,0.14,3.33,26.67,63.33,3.74,7.74,8.75,3.74,11.7,10.8
MLP_seq,6765.915,194984798.263,13963.696,0.11,23.33,53.33,76.67,2.92,7.21,8.77,2.92,11.44,11.88
MLP_seq,6901.596,198906042.357,14103.405,0.11,33.33,46.67,80.0,3.88,7.73,9.16,3.88,11.56,12.03
MLP_seq,7030.147,197123442.451,14040.066,0.12,20.0,50.0,76.67,3.0,7.09,8.67,3.0,11.14,11.81
MLP_seq,7242.865,186232172.508,13646.691,0.12,13.33,33.33,73.33,1.46,5.46,7.2,1.46,9.45,10.63
MLP_seq,8334.073,206821089.826,14381.276,0.14,6.67,30.0,63.33,3.63,6.3,8.07,3.63,9.03,11.56
MLP_seq,7224.872,194633212.596,13951.101,0.12,16.67,43.33,73.33,3.04,6.65,8.39,3.04,10.27,11.83
MLP_seq,7731.907,209754663.048,14482.909,0.13,16.67,43.33,63.33,4.33,8.15,10.08,4.33,11.96,13.87
MLP_seq,7801.242,220326106.145,14843.386,0.13,16.67,43.33,73.33,4.56,8.06,9.9,4.56,11.58,13.52
MLP_seq,7081.993,195873655.301,13995.487,0.12,26.67,40.0,80.0,2.31,5.87,7.55,2.31,9.44,10.88
MLP_seq,6881.853,181214066.484,13461.577,0.12,16.67,46.67,76.67,2.68,6.46,8.03,2.68,10.23,11.16
MLP_seq,6939.488,191918540.965,13853.467,0.12,16.67,46.67,76.67,1.45,5.57,7.17,1.45,9.64,10.37
MLP_seq,7598.942,202393527.965,14226.508,0.13,10.0,43.33,73.33,3.96,7.72,9.3,3.96,11.47,12.43
MLP_seq,6661.361,190584527.087,13805.235,0.11,33.33,53.33,80.0,3.13,6.78,8.27,3.13,10.43,11.24
MLP_seq,7304.241,189710902.23,13773.558,0.12,16.67,33.33,73.33,1.7,5.81,7.63,1.7,9.89,11.23
MLP_seq,8318.872,220679766.76,14855.294,0.14,6.67,33.33,63.33,4.67,8.51,9.9,4.67,12.33,12.68
MLP_seq,6713.043,195232989.23,13972.58,0.11,30.0,50.0,76.67,3.28,7.12,8.77,3.28,10.94,12.04
MLP_seq,6852.365,196652664.245,14023.29,0.11,33.33,46.67,80.0,3.59,7.59,8.94,3.59,11.56,11.64
MLP_seq,6919.078,190714637.903,13809.947,0.12,30.0,46.67,80.0,2.56,6.78,8.34,2.56,10.95,11.43
MLP_seq,7331.571,189123957.88,13752.235,0.12,13.33,33.33,76.67,2.04,5.89,7.53,2.04,9.73,10.8
MLP_seq,7868.768,207355821.539,14399.855,0.13,10.0,36.67,63.33,4.03,7.5,9.1,4.03,10.97,12.29
MLP_seq,7570.748,204282895.6,14292.757,0.13,13.33,46.67,66.67,1.86,6.01,8.13,1.86,10.13,12.28
MLP_seq,8878.789,220464312.947,14848.041,0.15,6.67,16.67,60.0,4.04,7.92,9.92,4.04,11.78,13.84
MLP_seq,7668.678,213002674.66,14594.611,0.13,16.67,36.67,73.33,3.1,6.91,8.79,3.1,10.7,12.49
MLP_seq,7364.507,197455467.745,14051.885,0.12,10.0,36.67,70.0,3.76,6.78,8.37,3.76,9.83,11.52
MLP_seq,7294.404,186474850.511,13655.579,0.12,16.67,40.0,73.33,3.77,7.31,8.73,3.77,10.85,11.58
MLP_seq,6664.887,196813132.274,14029.01,0.11,26.67,60.0,80.0,2.14,6.47,8.14,2.14,10.74,11.45
MLP_seq,7852.839,196434842.6,14015.521,0.13,10.0,36.67,73.33,3.4,6.87,8.77,3.4,10.36,12.51
MLP_seq,7023.897,197226133.028,14043.722,0.12,20.0,50.0,80.0,2.82,6.53,8.41,2.82,10.23,12.11
MLP_seq,7561.224,190361477.752,13797.155,0.13,10.0,36.67,66.67,2.25,6.09,7.76,2.25,9.92,11.08
MLP_seq,8631.298,222434676.479,14914.244,0.14,3.33,26.67,53.33,3.81,7.34,8.94,3.81,10.89,12.11
MLP_seq,6709.201,192229354.192,13864.68,0.11,16.67,53.33,80.0,1.63,6.33,7.9,1.63,10.94,11.01
MLP_seq,6652.175,189773922.773,13775.846,0.11,16.67,46.67,80.0,2.44,6.09,7.65,2.44,9.75,10.74
MLP_seq,7142.824,192497098.484,13874.332,0.12,20.0,46.67,76.67,1.86,6.15,7.7,1.86,10.39,10.79
MLP_seq,7621.591,188081794.335,13714.292,0.13,6.67,36.67,66.67,2.42,6.03,7.83,2.42,9.65,11.38
MLP_seq,8125.885,201251743.224,14186.322,0.14,10.0,33.33,60.0,4.05,6.78,8.39,4.05,9.56,11.59
MLP_seq,8411.946,210592819.465,14511.817,0.14,6.67,20.0,60.0,4.18,6.93,9.04,4.18,9.73,13.17
MLP_seq,9429.607,221811465.844,14893.336,0.16,3.33,20.0,43.33,2.46,6.74,9.43,2.46,10.97,14.59
MLP_seq,8296.794,218451394.761,14780.101,0.14,13.33,33.33,63.33,4.57,7.41,9.1,4.57,10.3,12.44
MLP_seq,7780.642,190482167.879,13801.528,0.13,3.33,36.67,63.33,3.35,6.19,7.73,3.35,9.09,10.8
MLP_seq,7737.264,175734797.468,13256.5,0.13,16.67,26.67,60.0,3.56,6.56,7.8,3.56,9.59,10.29
MLP_seq,6498.226,175134962.051,13233.857,0.11,13.33,50.0,80.0,2.48,6.2,7.34,2.48,9.92,9.63
MLP_seq,8974.477,222282247.39,14909.133,0.15,10.0,23.33,46.67,3.44,6.42,8.84,3.44,9.44,13.53
MLP_seq,7170.752,200434316.954,14157.483,0.12,20.0,40.0,76.67,1.91,6.29,7.97,1.91,10.6,11.29
MLP_seq,7458.101,180269820.707,13426.46,0.13,20.0,26.67,70.0,0.96,5.58,7.21,0.96,10.12,10.45
MLP_seq,9705.422,240484344.558,15507.558,0.16,3.33,20.0,43.33,3.71,7.36,8.44,3.71,11.0,10.62
MLP_seq,6782.082,186587680.784,13659.71,0.11,6.67,63.33,80.0,2.08,6.54,7.81,2.08,10.93,10.34
MLP_seq,7016.72,189085896.896,13750.851,0.12,16.67,43.33,80.0,1.47,5.79,7.38,1.47,10.05,10.54
MLP_seq,7184.494,182928682.714,13525.113,0.12,10.0,43.33,76.67,0.47,5.07,6.76,0.47,9.59,10.1
MLP_seq,8373.772,198007444.818,14071.512,0.14,10.0,20.0,50.0,3.47,6.14,7.97,3.47,8.86,11.57
MLP_seq,8940.551,210304945.946,14501.895,0.15,10.0,20.0,46.67,2.6,6.45,8.32,2.6,10.29,12.0
MLP_seq,6938.4,173529872.058,13173.074,0.12,13.33,46.67,70.0,1.45,2.27,3.94,1.45,6.0,7.26
MLP_seq,7264.954,207383787.186,14400.826,0.12,30.0,43.33,76.67,3.3,7.14,9.25,3.3,10.97,13.37
MLP_seq,7508.374,216182439.5,14703.144,0.12,30.0,46.67,73.33,3.85,7.9,9.63,3.85,11.9,13.05
MLP_seq,7377.717,207604853.554,14408.499,0.12,16.67,43.33,73.33,3.39,6.74,8.84,3.39,10.11,12.94
MLP_seq,7107.159,192274154.332,13866.296,0.12,20.0,43.33,70.0,1.13,4.7,6.76,1.13,8.28,10.8
MLP_seq,6985.723,191792022.52,13848.9,0.12,16.67,50.0,73.33,2.0,5.91,7.46,2.0,9.8,10.54
MLP_seq,7486.582,207337260.277,14399.21,0.12,16.67,40.0,73.33,2.55,6.0,7.89,2.55,9.47,11.61
MLP_seq,7269.01,201590517.44,14198.258,0.12,20.0,50.0,76.67,2.3,5.86,7.6,2.3,9.44,11.04
MLP_seq,7317.552,202903872.281,14244.433,0.12,20.0,46.67,80.0,2.96,6.07,7.74,2.96,9.21,11.05
MLP_seq,7181.249,200312060.89,14153.164,0.12,26.67,43.33,73.33,3.79,7.36,9.23,3.79,10.94,12.89
MLP_seq,6851.808,187533692.697,13694.294,0.12,10.0,53.33,73.33,0.89,4.54,6.72,0.89,8.19,10.98
MLP_seq,7046.455,205128465.157,14322.307,0.12,33.33,50.0,73.33,3.91,7.47,9.28,3.91,11.03,12.86
MLP_seq,6911.15,198110322.625,14075.167,0.11,26.67,56.67,76.67,3.43,7.4,9.08,3.43,11.34,12.42
MLP_seq,7253.327,200900535.699,14173.939,0.12,20.0,46.67,76.67,3.58,7.68,9.36,3.58,11.73,12.7
MLP_seq,7191.908,198708011.663,14096.383,0.12,16.67,46.67,73.33,2.57,6.68,8.37,2.57,10.74,11.73
MLP_seq,6825.77,186760486.182,13666.034,0.11,23.33,50.0,73.33,2.19,6.24,7.77,2.19,10.25,10.82
MLP_seq,7479.804,198452408.306,14087.314,0.12,16.67,40.0,76.67,4.25,7.56,9.33,4.25,10.9,12.82
MLP_seq,7155.275,191850083.109,13850.996,0.12,13.33,50.0,73.33,2.35,5.71,7.58,2.35,9.09,11.26
MLP_seq,7503.024,213546616.207,14613.234,0.12,16.67,50.0,76.67,4.19,7.58,9.58,4.19,10.99,13.51
MLP_seq,7247.479,201041910.137,14178.925,0.12,13.33,46.67,73.33,2.91,6.54,8.13,2.91,10.17,11.29
MLP_seq,7487.376,209198367.594,14463.691,0.12,20.0,46.67,73.33,3.52,6.87,8.7,3.52,10.23,12.32
MLP_seq,7030.633,190958016.338,13818.756,0.12,23.33,46.67,73.33,2.08,5.59,7.44,2.08,9.11,11.09
MLP_seq,7031.288,197258710.207,14044.882,0.12,16.67,50.0,76.67,2.32,6.13,8.02,2.32,9.92,11.76
MLP_seq,7374.052,202166252.968,14218.518,0.12,13.33,43.33,70.0,2.99,6.38,8.27,2.99,9.79,11.98
MLP_seq,7281.627,200378658.875,14155.517,0.12,13.33,36.67,76.67,2.6,6.16,7.94,2.6,9.73,11.47
MLP_seq,6796.367,184399204.729,13579.367,0.12,10.0,50.0,80.0,1.23,4.86,6.83,1.23,8.5,10.69
MLP_seq,7043.388,202982925.504,14247.208,0.12,23.33,53.33,76.67,3.45,7.06,8.85,3.45,10.67,12.39
MLP_seq,6957.042,193366622.253,13905.633,0.12,13.33,56.67,76.67,2.56,6.41,8.01,2.56,10.24,11.19
