validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
MLP_seq,7730.905,206849146.643,14382.251,0.13,20.0,46.67,56.67,5.41,4.27,7.25,5.41,3.09,13.16
MLP_seq,7880.699,223491787.186,14949.642,0.13,23.33,53.33,60.0,3.8,3.18,6.66,3.8,2.54,13.45
MLP_seq,8103.298,222514428.498,14916.918,0.13,16.67,36.67,66.67,5.77,5.29,8.35,5.77,4.8,14.38
MLP_seq,7599.362,197949945.514,14069.469,0.13,30.0,43.33,56.67,0.54,1.0,2.69,0.54,1.47,9.86
MLP_seq,8111.82,227756269.055,15091.596,0.13,16.67,43.33,63.33,4.55,4.09,7.23,4.55,3.63,13.4
MLP_seq,8047.261,226405106.032,15046.764,0.13,13.33,33.33,66.67,4.57,4.91,7.94,4.57,5.26,13.91
MLP_seq,8337.314,230781480.049,15191.494,0.13,10.0,33.33,63.33,5.02,5.62,8.52,5.02,6.22,14.25
MLP_seq,7618.318,186953468.821,13673.093,0.13,26.67,40.0,56.67,0.58,0.55,3.66,0.58,1.66,9.83
MLP_seq,8085.726,185364608.574,13614.867,0.14,13.33,33.33,66.67,3.32,3.49,0.36,3.32,3.66,7.85
MLP_seq,7994.358,220793985.005,14859.138,0.13,16.67,46.67,60.0,3.63,3.5,6.73,3.63,3.36,13.09
MLP_seq,7565.075,199906328.823,14138.823,0.13,23.33,46.67,60.0,0.22,0.44,3.42,0.22,1.13,10.91
MLP_seq,8034.728,224815807.805,14993.859,0.13,20.0,30.0,73.33,6.2,5.33,8.28,6.2,4.43,14.11
MLP_seq,8467.265,235314059.656,15339.95,0.13,16.67,30.0,66.67,5.03,5.15,8.44,5.03,5.27,14.88
MLP_seq,8398.108,232192650.088,15237.869,0.13,13.33,36.67,66.67,5.96,5.38,8.73,5.96,4.8,15.27
MLP_seq,7750.347,184947809.98,13599.552,0.14,16.67,33.33,60.0,2.21,2.88,1.08,2.21,3.57,8.75
MLP_seq,7849.96,223683876.212,14956.065,0.13,20.0,46.67,60.0,3.83,3.45,6.84,3.83,3.05,13.48
MLP_seq,7665.037,194084296.625,13931.414,0.13,23.33,36.67,63.33,1.61,1.54,2.19,1.61,1.46,9.44
MLP_seq,8401.917,230927290.636,15196.292,0.13,20.0,36.67,63.33,6.5,4.52,7.85,6.5,2.43,14.36
MLP_seq,8378.972,228086779.898,15102.542,0.13,6.67,40.0,66.67,4.82,4.02,7.17,4.82,3.21,13.38
MLP_seq,8208.602,230468516.233,15181.19,0.13,13.33,33.33,66.67,6.13,5.39,8.92,6.13,4.62,15.79
MLP_seq,7733.546,203047117.395,14249.46,0.13,20.0,33.33,60.0,0.12,1.07,2.68,0.12,2.05,9.97
MLP_seq,8469.932,209259555.632,14465.806,0.15,10.0,30.0,56.67,4.61,4.61,0.37,4.61,4.6,7.78
MLP_seq,8317.026,222204775.993,14906.535,0.13,20.0,33.33,63.33,4.5,4.95,7.7,4.5,5.4,13.19
MLP_seq,7598.329,194134306.121,13933.209,0.13,23.33,46.67,60.0,0.54,0.94,2.91,0.54,1.34,10.37
MLP_seq,8611.388,239156185.64,15464.675,0.14,13.33,43.33,60.0,6.23,5.22,8.02,6.23,4.16,13.59
MLP_seq,8300.389,236075762.32,15364.757,0.13,16.67,36.67,66.67,5.64,5.08,8.32,5.64,4.51,14.67
MLP_seq,7562.342,191983752.66,13855.82,0.13,13.33,33.33,66.67,0.32,0.72,4.42,0.32,1.12,11.6
MLP_seq,7947.16,205440253.014,14333.187,0.14,23.33,46.67,56.67,1.44,1.53,2.17,1.44,1.63,9.39
MLP_seq,7981.783,192953912.743,13890.785,0.14,20.0,36.67,56.67,1.66,2.31,1.47,1.66,2.98,8.82
MLP_seq,7762.24,197415064.404,14050.447,0.13,26.67,43.33,56.67,1.66,1.29,2.26,1.66,0.93,9.2
MLP_seq,7947.238,194719718.618,13954.201,0.14,13.33,36.67,56.67,2.4,2.25,1.48,2.4,2.11,8.76
MLP_seq,7809.696,211428932.068,14540.596,0.13,23.33,50.0,60.0,1.33,1.42,5.14,1.33,1.51,12.37
MLP_seq,7839.779,201418056.196,14192.183,0.13,20.0,40.0,60.0,1.27,0.69,3.37,1.27,0.11,11.19
MLP_seq,7906.182,203127361.881,14252.276,0.14,23.33,43.33,56.67,0.46,1.34,2.85,0.46,2.24,10.89
MLP_seq,8032.502,197031813.797,14036.802,0.14,20.0,43.33,56.67,1.24,2.61,1.66,1.24,4.02,9.84
MLP_seq,7931.698,215340816.139,14674.495,0.13,13.33,40.0,66.67,4.07,3.1,6.51,4.07,2.11,13.19
MLP_seq,7951.641,207558561.881,14406.893,0.14,6.67,40.0,66.67,0.23,0.03,2.97,0.23,0.17,8.93
MLP_seq,8235.892,208368511.802,14434.975,0.13,10.0,23.33,66.67,6.86,5.92,8.95,6.86,4.94,14.94
MLP_seq,8280.402,224950945.042,14998.365,0.13,16.67,43.33,63.33,4.33,4.38,7.64,4.33,4.42,14.05
MLP_seq,7728.511,188196589.124,13718.476,0.13,20.0,40.0,56.67,1.66,1.63,1.72,1.66,1.61,8.31
MLP_seq,7762.775,193455556.199,13908.83,0.13,23.33,33.33,60.0,1.02,1.02,2.7,1.02,1.02,9.92
MLP_seq,7789.072,201254409.905,14186.416,0.13,23.33,46.67,60.0,1.35,1.14,2.7,1.35,0.93,10.14
MLP_seq,7910.517,195642740.734,13987.235,0.14,20.0,40.0,56.67,2.4,2.21,1.4,2.4,2.02,8.44
MLP_seq,8055.736,201275935.149,14187.175,0.14,20.0,40.0,56.67,1.41,1.72,2.13,1.41,2.04,9.59
MLP_seq,8113.878,222674375.129,14922.278,0.13,13.33,43.33,60.0,3.79,3.61,6.7,3.79,3.42,12.81
MLP_seq,7629.941,207321488.492,14398.663,0.13,23.33,50.0,56.67,0.52,0.2,3.58,0.52,0.93,10.92
MLP_seq,7925.008,219770398.214,14824.655,0.13,16.67,43.33,66.67,4.24,3.73,7.09,4.24,3.2,13.66
MLP_seq,7759.707,198151852.878,14076.642,0.13,23.33,43.33,60.0,0.46,0.86,2.57,0.46,1.26,9.3
MLP_seq,7652.166,209804765.201,14484.639,0.13,20.0,46.67,60.0,3.39,2.6,5.92,3.39,1.79,12.44
MLP_seq,8261.07,230285719.965,15175.168,0.13,16.67,33.33,63.33,5.85,4.69,7.9,5.85,3.48,14.21
MLP_seq,7421.674,208138004.581,14426.989,0.12,26.67,43.33,70.0,3.1,3.84,6.93,3.1,4.58,13.03
MLP_seq,8161.337,214271664.811,14638.021,0.14,13.33,33.33,63.33,0.39,0.81,4.01,0.39,2.0,10.32
MLP_seq,8435.275,217386610.547,14744.036,0.14,13.33,33.33,63.33,4.45,3.59,6.83,4.45,2.71,13.19
MLP_seq,7542.176,201961192.958,14211.305,0.13,23.33,50.0,60.0,2.86,1.74,4.98,2.86,0.59,11.35
MLP_seq,7466.396,192538321.959,13875.818,0.12,20.0,46.67,60.0,4.8,3.51,6.53,4.8,2.17,12.52
MLP_seq,7708.612,183877161.229,13560.131,0.14,20.0,40.0,60.0,0.66,1.64,1.7,0.66,2.66,8.27
MLP_seq,7775.649,204448808.795,14298.56,0.13,23.33,46.67,60.0,0.12,0.29,3.44,0.12,0.47,10.68
MLP_seq,8270.89,224753341.445,14991.776,0.13,13.33,30.0,63.33,4.87,4.72,7.88,4.87,4.57,14.08
MLP_seq,7951.283,215324378.196,14673.935,0.13,16.67,40.0,66.67,5.43,4.5,8.08,5.43,3.54,15.02
MLP_seq,8012.867,227617745.91,15087.006,0.13,13.33,46.67,63.33,4.33,3.92,7.3,4.33,3.5,13.9
MLP_seq,8140.163,217545741.682,14749.432,0.13,13.33,30.0,70.0,3.45,3.61,7.75,3.45,3.78,15.64
MLP_seq,8520.844,228694220.161,15122.639,0.13,10.0,33.33,70.0,7.15,5.86,9.11,7.15,4.53,15.47
MLP_seq,7687.409,184437412.68,13580.774,0.13,13.33,30.0,63.33,1.69,2.85,1.24,1.69,4.06,9.13
MLP_seq,7465.257,195761505.443,13991.48,0.13,30.0,46.67,60.0,0.57,0.56,3.19,0.57,0.54,10.48
MLP_seq,8013.768,222569042.946,14918.748,0.13,23.33,36.67,60.0,4.8,4.31,7.53,4.8,3.81,13.85
MLP_seq,7188.458,199830324.741,14136.135,0.11,26.67,43.33,73.33,6.59,6.54,8.52,6.59,6.48,12.57
MLP_seq,8580.385,233699410.806,15287.23,0.13,16.67,30.0,56.67,4.84,6.67,9.8,4.84,8.46,15.94
MLP_seq,7998.833,216916177.899,14728.074,0.13,16.67,46.67,66.67,5.16,4.19,7.08,5.16,3.18,12.82
MLP_seq,7632.702,201898507.11,14209.099,0.13,33.33,46.67,63.33,0.46,0.28,3.35,0.46,1.04,10.41
MLP_seq,8267.936,220011457.701,14832.783,0.13,10.0,30.0,73.33,6.6,5.85,8.21,6.6,5.08,12.96
MLP_seq,8103.753,222827600.333,14927.411,0.13,13.33,46.67,70.0,5.5,4.64,7.54,5.5,3.75,13.29
MLP_seq,7823.696,216858746.367,14726.125,0.13,20.0,50.0,70.0,5.64,4.49,7.38,5.64,3.3,13.1
MLP_seq,8067.837,226929848.491,15064.191,0.13,10.0,43.33,70.0,4.27,4.8,8.01,4.27,5.34,14.32
MLP_seq,7265.789,183935499.278,13562.282,0.12,26.67,50.0,66.67,0.11,0.01,3.8,0.11,0.13,11.17
MLP_seq,7677.726,212162246.655,14565.79,0.13,20.0,50.0,66.67,1.81,1.52,5.04,1.81,1.22,11.91
MLP_seq,8282.709,222927415.447,14930.754,0.13,23.33,40.0,66.67,6.57,5.58,8.48,6.57,4.55,14.22
MLP_seq,8180.62,199280049.555,14116.659,0.13,6.67,20.0,63.33,0.99,0.97,4.77,0.99,0.94,12.13
MLP_seq,7831.033,212011025.282,14560.598,0.13,26.67,40.0,70.0,4.96,4.61,7.27,4.96,4.26,12.6
MLP_seq,7894.736,223410718.697,14946.93,0.13,20.0,46.67,63.33,2.97,4.19,7.33,2.97,5.39,13.52
MLP_seq,7838.099,192410568.515,13871.214,0.14,16.67,36.67,60.0,1.98,2.22,1.61,1.98,2.46,9.03
MLP_seq,7796.894,208524899.329,14440.391,0.13,13.33,46.67,63.33,4.82,4.04,7.14,4.82,3.23,13.27
MLP_seq,7824.012,208016101.681,14422.763,0.13,10.0,36.67,60.0,4.32,6.14,8.21,4.32,7.91,12.42
MLP_seq,7607.184,210127970.183,14495.791,0.12,23.33,53.33,63.33,3.92,3.1,6.56,3.92,2.26,13.3
MLP_seq,7724.477,210428632.521,14506.158,0.13,20.0,43.33,66.67,2.54,2.88,6.17,2.54,3.22,12.63
MLP_seq,7515.128,210302474.07,14501.809,0.12,33.33,53.33,60.0,1.68,1.25,4.91,1.68,0.81,12.02
MLP_seq,8123.429,227406295.56,15079.997,0.13,20.0,36.67,63.33,5.0,4.99,8.36,5.0,4.98,14.94
MLP_seq,7716.085,208970290.263,14455.805,0.13,23.33,46.67,63.33,0.41,0.31,3.23,0.41,0.21,9.06
MLP_seq,7759.773,220461930.89,14847.96,0.13,26.67,56.67,60.0,3.8,3.05,6.31,3.8,2.28,12.71
MLP_seq,7571.974,201747017.498,14203.768,0.13,26.67,53.33,60.0,0.23,0.48,3.24,0.23,0.73,10.48
MLP_seq,7769.686,197355296.118,14048.32,0.13,23.33,46.67,53.33,0.67,1.04,2.43,0.67,1.42,9.23
MLP_seq,7722.716,200180613.769,14148.52,0.13,26.67,46.67,56.67,0.34,0.62,2.91,0.34,0.9,9.81
MLP_seq,7546.963,195900518.941,13996.447,0.13,26.67,50.0,56.67,0.25,0.66,3.11,0.25,1.08,10.43
MLP_seq,7485.301,195902417.513,13996.514,0.13,26.67,46.67,60.0,0.12,0.05,3.54,0.12,0.21,10.55
MLP_seq,7719.875,195980420.734,13999.301,0.13,26.67,46.67,56.67,1.7,1.26,2.75,1.7,0.82,10.49
MLP_seq,7830.366,196142681.692,14005.095,0.14,26.67,46.67,53.33,0.89,1.3,2.39,0.89,1.73,9.57
MLP_seq,7961.465,205204943.016,14324.976,0.14,13.33,40.0,63.33,0.07,0.67,2.65,0.07,1.42,9.17
MLP_seq,8478.863,230026652.214,15166.63,0.15,13.33,40.0,66.67,2.03,0.61,2.8,2.03,0.79,9.48
MLP_seq,7750.242,201856402.943,14207.618,0.13,23.33,40.0,56.67,1.43,1.12,2.57,1.43,0.8,9.74
MLP_seq,7723.003,192296477.352,13867.101,0.13,20.0,46.67,56.67,0.69,1.08,2.49,0.69,1.47,9.47
MLP_seq,7802.839,190783341.297,13812.434,0.14,13.33,43.33,53.33,2.44,2.49,1.08,2.44,2.54,8.08
MLP_seq,7355.228,187944130.12,13709.272,0.13,26.67,46.67,56.67,0.22,0.84,2.44,0.22,1.48,8.9
MLP_seq,7602.755,190427358.836,13799.542,0.13,26.67,43.33,56.67,0.46,0.66,2.84,0.46,0.85,9.68
MLP_seq,7897.654,193000159.95,13892.45,0.14,20.0,36.67,56.67,1.0,1.05,2.56,1.0,1.11,9.62
MLP_seq,7809.323,198270274.464,14080.848,0.13,23.33,43.33,56.67,0.36,0.08,3.25,0.36,0.54,9.79
MLP_seq,7929.355,216419166.527,14711.192,0.13,26.67,40.0,60.0,0.36,0.42,3.48,0.36,0.49,11.02
MLP_seq,8080.736,206061252.519,14354.834,0.14,23.33,43.33,53.33,0.92,0.87,2.81,0.92,0.82,9.99
MLP_seq,7740.003,208021677.173,14422.957,0.13,23.33,46.67,63.33,2.73,2.4,5.58,2.73,2.08,11.84
MLP_seq,7634.906,203200338.045,14254.836,0.13,26.67,43.33,63.33,1.29,0.55,4.12,1.29,0.2,11.07
MLP_seq,7714.517,198643829.089,14094.106,0.13,20.0,43.33,56.67,0.96,0.69,3.09,0.96,0.43,10.42
MLP_seq,7716.612,195700302.677,13989.292,0.13,20.0,43.33,56.67,0.2,1.17,2.5,0.2,2.18,9.66
MLP_seq,7320.586,202894735.629,14244.112,0.13,36.67,60.0,63.33,1.91,1.03,4.08,1.91,0.13,10.12
MLP_seq,8838.641,233180574.395,15270.251,0.15,6.67,20.0,60.0,2.7,0.86,3.7,2.7,0.92,12.35
MLP_seq,7694.099,217692208.505,14754.396,0.12,23.33,50.0,60.0,3.41,3.01,6.39,3.41,2.6,13.01
MLP_seq,7838.359,204837043.491,14312.129,0.13,30.0,46.67,56.67,1.12,0.86,2.66,1.12,0.61,9.55
MLP_seq,7568.832,205600174.431,14338.765,0.12,30.0,56.67,60.0,2.33,2.63,5.69,2.33,2.93,11.74
MLP_seq,7657.243,196131864.151,14004.709,0.13,23.33,46.67,56.67,0.29,0.66,3.25,0.29,1.03,10.81
MLP_seq,7509.158,191423919.91,13835.603,0.13,16.67,50.0,56.67,0.42,0.5,3.01,0.42,1.44,9.87
MLP_seq,7560.474,196982396.096,14035.042,0.13,26.67,46.67,56.67,0.6,0.76,2.67,0.6,0.93,9.4
MLP_seq,7675.939,214215659.852,14636.108,0.13,23.33,46.67,56.67,0.64,0.22,3.51,0.64,0.2,9.97
MLP_seq,7395.81,193598151.86,13913.955,0.13,26.67,53.33,56.67,0.75,0.53,2.97,0.75,0.3,9.81
MLP_seq,7674.196,214835645.601,14657.273,0.13,26.67,43.33,63.33,0.53,0.95,3.15,0.53,1.37,11.02
MLP_seq,7815.978,201088972.727,14180.584,0.13,23.33,43.33,63.33,1.72,0.35,3.25,1.72,1.0,10.27
MLP_seq,7793.798,206330867.173,14364.222,0.13,26.67,46.67,60.0,0.29,0.21,3.62,0.29,0.12,11.04
MLP_seq,7638.57,200565481.617,14162.114,0.13,20.0,50.0,60.0,1.83,1.17,4.13,1.83,0.48,10.01
MLP_seq,7555.977,217946103.556,14762.998,0.12,30.0,53.33,60.0,2.56,1.91,5.36,2.56,1.25,12.1
MLP_seq,8590.256,237225015.31,15402.111,0.14,16.67,36.67,53.33,0.94,0.0,3.59,0.94,0.96,10.59
MLP_seq,8372.843,229075172.316,15135.23,0.13,16.67,43.33,60.0,5.4,5.95,8.77,5.4,6.49,14.38
MLP_seq,8131.874,205902589.701,14349.306,0.14,20.0,46.67,56.67,1.69,0.68,3.84,1.69,0.36,10.07
MLP_seq,8472.77,200070682.016,14144.634,0.15,16.67,30.0,53.33,2.27,2.72,1.6,2.27,3.17,9.87
MLP_seq,8125.196,199057220.835,14108.764,0.14,23.33,36.67,50.0,1.97,1.76,2.19,1.97,1.55,9.83
MLP_seq,7346.137,215106012.889,14666.493,0.12,33.33,50.0,63.33,2.75,3.01,5.94,2.75,3.27,11.74
MLP_seq,8347.881,222504120.877,14916.572,0.14,16.67,40.0,56.67,1.76,0.84,3.37,1.76,0.07,11.44
MLP_seq,8078.05,191016547.021,13820.874,0.14,10.0,36.67,50.0,2.13,2.02,1.9,2.13,1.92,9.49
MLP_seq,7899.269,192155345.062,13862.011,0.14,20.0,36.67,50.0,2.19,1.88,1.87,2.19,1.57,9.15
MLP_seq,7850.491,191820061.109,13849.912,0.14,23.33,40.0,46.67,1.85,1.12,2.44,1.85,0.39,9.39
MLP_seq,7435.019,200158389.494,14147.734,0.12,30.0,50.0,56.67,1.66,2.01,5.13,1.66,2.37,11.29
MLP_seq,7821.778,217943401.419,14762.906,0.13,23.33,46.67,60.0,0.25,0.66,4.16,0.25,1.07,11.0
MLP_seq,7517.896,190413981.142,13799.057,0.13,23.33,50.0,63.33,0.79,0.73,4.11,0.79,2.22,10.75
MLP_seq,7666.366,194254442.617,13937.519,0.13,20.0,46.67,56.67,1.47,0.86,2.8,1.47,0.26,9.94
MLP_seq,7801.432,222808230.497,14926.762,0.13,13.33,50.0,60.0,2.43,2.19,5.44,2.43,1.95,11.83
MLP_seq,7558.95,213514322.294,14612.129,0.12,23.33,43.33,63.33,2.21,2.95,5.48,2.21,3.7,10.57
MLP_seq,8209.41,227801066.374,15093.08,0.14,23.33,43.33,63.33,0.08,0.19,3.46,0.08,0.3,10.56
MLP_seq,8153.952,204726223.861,14308.257,0.14,20.0,46.67,56.67,1.49,0.15,3.94,1.49,1.23,11.29
MLP_seq,7845.167,215387227.244,14676.077,0.13,30.0,53.33,56.67,0.59,0.45,4.31,0.59,0.3,11.78
MLP_seq,8002.526,207274622.062,14397.035,0.14,20.0,53.33,56.67,0.17,0.22,4.05,0.17,0.27,11.48
MLP_seq,7916.777,205330607.597,14329.362,0.13,23.33,50.0,56.67,0.3,0.07,3.85,0.3,0.17,11.41
MLP_seq,7846.565,204977294.444,14317.028,0.13,26.67,53.33,56.67,0.49,0.16,3.99,0.49,0.8,11.41
MLP_seq,8045.437,205885075.886,14348.696,0.14,20.0,50.0,56.67,1.06,0.39,3.64,1.06,0.27,11.41
MLP_seq,7970.433,205420953.225,14332.514,0.14,20.0,50.0,56.67,0.58,0.2,3.76,0.58,0.18,11.41
MLP_seq,7824.868,204941216.961,14315.768,0.13,26.67,53.33,56.67,0.24,0.22,4.03,0.24,0.68,11.41
MLP_seq,8066.956,206005810.777,14352.903,0.14,20.0,46.67,56.67,0.37,0.22,4.03,0.37,0.07,11.41
MLP_seq,7867.606,205001364.125,14317.869,0.13,26.67,53.33,56.67,0.13,0.22,4.03,0.13,0.57,11.41
MLP_seq,7909.603,205117666.269,14321.93,0.13,20.0,53.33,56.67,0.06,0.51,4.21,0.06,1.07,11.41
MLP_seq,7903.201,205100950.906,14321.346,0.13,23.33,53.33,56.67,0.09,0.49,4.2,0.09,1.07,11.41
MLP_seq,7911.986,205124578.318,14322.171,0.13,20.0,53.33,56.67,0.04,0.51,4.22,0.04,1.07,11.41
MLP_seq,6391.814,201362165.538,14190.214,0.1,23.33,53.33,83.33,1.65,3.59,6.58,1.65,5.47,12.49
MLP_seq,6741.598,198460793.533,14087.611,0.11,26.67,50.0,70.0,2.7,0.15,3.26,2.7,2.31,9.95
MLP_seq,6796.098,197075295.81,14038.351,0.11,26.67,60.0,70.0,1.18,1.36,4.66,1.18,1.55,11.15
MLP_seq,7683.092,202352128.418,14225.053,0.13,16.67,43.33,70.0,1.54,1.55,5.04,1.54,1.56,11.86
MLP_seq,7926.717,216348841.256,14708.801,0.14,16.67,50.0,63.33,0.23,0.96,3.15,0.23,1.71,11.04
MLP_seq,8105.229,213635521.255,14616.276,0.14,20.0,36.67,63.33,1.06,1.03,4.68,1.06,1.01,11.78
MLP_seq,7497.425,200616419.498,14163.913,0.13,20.0,53.33,66.67,2.23,1.01,4.54,2.23,0.25,11.41
MLP_seq,7497.803,193947332.218,13926.497,0.13,20.0,43.33,66.67,0.64,1.21,2.47,0.64,1.8,9.64
MLP_seq,7840.724,196572522.845,14020.432,0.13,16.67,43.33,70.0,4.63,3.63,5.7,4.63,2.59,9.92
MLP_seq,7802.159,195874669.858,13995.523,0.14,30.0,36.67,66.67,2.19,0.18,2.61,2.19,1.94,7.52
MLP_seq,7516.796,189095974.007,13751.217,0.13,33.33,50.0,60.0,0.3,1.07,2.37,0.3,1.87,9.12
MLP_seq,7784.751,205112790.857,14321.759,0.13,30.0,53.33,56.67,1.21,0.11,3.87,1.21,1.03,11.15
MLP_seq,7946.213,217157947.221,14736.28,0.14,16.67,53.33,66.67,2.71,1.73,5.47,2.71,0.73,12.72
MLP_seq,8207.89,209674719.7,14480.149,0.15,23.33,40.0,60.0,0.27,1.44,1.91,0.27,2.65,8.51
MLP_seq,7932.843,207764004.68,14414.021,0.13,26.67,43.33,56.67,3.66,3.0,5.58,3.66,2.31,10.76
MLP_seq,7546.068,202251584.123,14221.518,0.12,13.33,46.67,70.0,4.03,3.51,6.02,4.03,2.98,11.06
MLP_seq,7300.508,190406687.04,13798.793,0.13,20.0,40.0,66.67,0.28,0.71,1.87,0.28,1.73,7.07
MLP_seq,7043.178,202091438.146,14215.887,0.12,36.67,53.33,63.33,1.96,1.44,3.77,1.96,0.91,8.48
MLP_seq,7846.527,199774229.068,14134.151,0.14,20.0,40.0,66.67,1.21,0.43,2.42,1.21,0.37,6.49
MLP_seq,7246.532,194414281.192,13943.252,0.12,30.0,56.67,66.67,2.83,2.24,5.3,2.83,1.64,11.36
MLP_seq,7774.503,212737694.735,14585.53,0.13,23.33,56.67,66.67,1.31,0.38,3.7,1.31,0.59,10.22
MLP_seq,7775.98,221019804.539,14866.735,0.13,16.67,50.0,66.67,4.12,3.27,6.34,4.12,2.39,12.41
MLP_seq,7963.252,211701820.868,14549.977,0.14,23.33,43.33,60.0,0.43,0.72,2.21,0.43,1.9,8.05
MLP_seq,7993.662,210361653.315,14503.85,0.14,10.0,53.33,60.0,2.31,2.04,5.18,2.31,1.76,11.39
MLP_seq,7098.762,202257350.342,14221.721,0.12,30.0,56.67,66.67,1.44,1.09,4.27,1.44,0.74,10.55
MLP_seq,7717.933,196460408.216,14016.434,0.13,20.0,43.33,63.33,0.94,0.56,3.4,0.94,0.18,9.05
MLP_seq,7509.203,213554525.855,14613.505,0.13,36.67,56.67,63.33,1.41,0.87,4.18,1.41,0.32,10.7
MLP_seq,7632.479,213766750.283,14620.764,0.13,33.33,50.0,66.67,2.28,2.3,5.16,2.28,2.33,10.84
