validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
MLP_seq,5147.129,81747809.324,9041.45,0.1,20.0,40.0,73.33,6.93,4.6,6.84,6.93,2.24,11.36
MLP_seq,4779.103,78103183.254,8837.601,0.1,23.33,46.67,73.33,2.27,0.02,2.34,2.27,2.25,7.04
MLP_seq,5159.851,85330399.46,9237.446,0.1,6.67,46.67,73.33,5.38,3.1,5.36,5.38,0.8,9.92
MLP_seq,5571.52,83252070.891,9124.257,0.11,10.0,30.0,63.33,5.87,3.44,5.63,5.87,0.98,10.05
MLP_seq,5256.695,75448761.683,8686.125,0.11,16.67,40.0,66.67,2.66,0.43,2.5,2.66,1.82,6.71
MLP_seq,5341.0,78406919.082,8854.768,0.11,3.33,50.0,63.33,5.23,2.32,4.67,5.23,0.66,9.41
MLP_seq,5494.187,81878619.046,9048.681,0.11,16.67,40.0,66.67,6.46,3.12,6.27,6.46,0.33,12.45
MLP_seq,5446.68,81181584.498,9010.082,0.11,13.33,40.0,66.67,6.51,4.45,6.45,6.51,2.38,10.52
MLP_seq,5330.283,83883265.038,9158.781,0.1,10.0,43.33,73.33,6.25,3.78,5.82,6.25,1.27,9.97
MLP_seq,5619.645,86314939.886,9290.583,0.11,3.33,26.67,70.0,6.27,3.64,5.98,6.27,0.96,10.69
MLP_seq,4969.969,76292245.285,8734.543,0.1,20.0,43.33,70.0,3.45,0.93,3.13,3.45,1.63,7.6
MLP_seq,5574.792,80988669.799,8999.371,0.11,10.0,40.0,63.33,5.54,3.18,5.15,5.54,0.79,9.19
MLP_seq,4811.031,75259225.226,8675.208,0.1,20.0,43.33,73.33,3.7,0.88,3.5,3.7,2.0,8.73
MLP_seq,5456.121,79445495.036,8913.22,0.11,10.0,43.33,60.0,4.1,1.47,3.67,4.1,1.2,8.11
MLP_seq,5918.62,81860852.172,9047.699,0.12,0.0,36.67,60.0,3.64,1.88,5.09,3.64,0.13,11.38
MLP_seq,5200.497,82509955.295,9083.499,0.1,10.0,36.67,76.67,7.09,3.96,6.16,7.09,0.72,10.62
MLP_seq,4911.133,77223381.139,8787.683,0.1,20.0,43.33,66.67,3.4,0.74,2.83,3.4,1.98,7.1
MLP_seq,5025.267,80107143.463,8950.259,0.1,20.0,50.0,70.0,3.82,1.54,3.93,3.82,0.77,8.76
MLP_seq,5543.237,80382647.142,8965.637,0.11,6.67,23.33,63.33,4.59,1.99,4.64,4.59,0.66,9.92
MLP_seq,5570.638,80016845.808,8945.214,0.11,13.33,46.67,60.0,3.22,0.98,3.23,3.22,1.28,7.78
MLP_seq,5556.379,86196528.819,9284.209,0.11,10.0,36.67,66.67,5.68,3.53,5.54,5.68,1.36,9.63
MLP_seq,6197.958,98210483.126,9910.12,0.12,10.0,30.0,66.67,8.3,5.01,8.39,8.3,1.61,14.96
MLP_seq,5346.621,83010269.361,9110.997,0.11,20.0,36.67,66.67,5.8,3.93,5.97,5.8,2.06,10.12
MLP_seq,5121.891,80697325.075,8983.169,0.1,10.0,46.67,73.33,4.92,2.49,4.82,4.92,0.03,9.51
MLP_seq,5175.174,84104501.175,9170.851,0.1,20.0,43.33,66.67,5.43,3.21,5.65,5.43,0.97,10.56
MLP_seq,4964.328,77303846.07,8792.261,0.1,23.33,43.33,70.0,2.27,0.43,1.91,2.27,3.18,6.65
MLP_seq,5619.579,85511067.079,9247.219,0.11,16.67,40.0,63.33,5.85,3.07,5.42,5.85,0.22,10.17
MLP_seq,4922.129,73362601.308,8565.197,0.1,16.67,46.67,66.67,4.4,1.79,3.7,4.4,0.86,7.59
MLP_seq,5465.303,80288557.13,8960.388,0.11,10.0,43.33,66.67,4.77,1.76,4.22,4.77,1.32,9.15
MLP_seq,6157.569,92559479.136,9620.784,0.12,13.33,26.67,60.0,6.24,4.1,6.61,6.24,1.95,11.62
MLP_seq,4673.713,72634590.079,8522.593,0.09,23.33,46.67,76.67,2.34,0.15,2.5,2.34,2.07,7.26
MLP_seq,5056.754,84517472.758,9193.338,0.1,16.67,36.67,80.0,5.62,2.83,5.57,5.62,0.02,11.02
MLP_seq,4743.184,74185157.492,8613.081,0.1,26.67,43.33,73.33,3.49,1.12,3.13,3.49,1.27,7.22
MLP_seq,5518.673,84427839.949,9188.462,0.11,13.33,36.67,66.67,5.74,3.33,5.86,5.74,0.89,10.92
MLP_seq,5499.782,79733541.881,8929.364,0.11,20.0,40.0,66.67,2.36,0.09,2.36,2.36,2.19,6.93
MLP_seq,5394.621,84306966.537,9181.883,0.11,16.67,36.67,66.67,6.58,4.27,6.5,6.58,1.94,11.0
MLP_seq,5167.116,79049092.229,8890.956,0.1,13.33,46.67,73.33,5.57,3.16,5.85,5.57,0.72,11.19
MLP_seq,5365.371,82876943.506,9103.677,0.11,16.67,40.0,63.33,5.4,3.0,5.25,5.4,0.58,9.79
MLP_seq,5408.569,87554901.809,9357.078,0.1,16.67,36.67,70.0,6.91,4.24,6.69,6.91,1.51,11.62
MLP_seq,5407.399,82880716.036,9103.885,0.11,16.67,40.0,63.33,5.0,2.17,4.79,5.0,0.73,10.04
MLP_seq,4842.315,76266998.474,8733.098,0.1,26.67,43.33,70.0,2.84,0.27,2.61,2.84,2.35,7.34
MLP_seq,5396.814,81121490.15,9006.747,0.11,13.33,46.67,63.33,3.51,1.36,3.56,3.51,0.8,8.02
MLP_seq,4751.921,75167057.075,8669.894,0.1,30.0,46.67,73.33,3.72,0.97,3.71,3.72,1.84,9.16
MLP_seq,5225.102,77335506.648,8794.061,0.1,10.0,36.67,66.67,4.18,1.86,3.99,4.18,0.48,8.3
MLP_seq,5678.696,84865574.482,9212.251,0.11,6.67,36.67,66.67,6.34,4.68,6.92,6.34,3.02,11.44
MLP_seq,5081.332,83550319.912,9140.586,0.1,13.33,43.33,76.67,7.46,5.12,7.4,7.46,2.75,11.99
MLP_seq,4769.411,75825052.517,8707.758,0.1,26.67,50.0,70.0,2.8,0.5,2.86,2.8,1.83,7.64
MLP_seq,4913.062,79883794.59,8937.773,0.1,23.33,40.0,76.67,3.76,1.99,4.16,3.76,0.22,8.58
MLP_seq,5402.133,80771009.864,8987.269,0.11,13.33,33.33,66.67,3.78,1.42,4.12,3.78,0.98,9.5
MLP_seq,5573.434,81677417.894,9037.556,0.11,13.33,40.0,66.67,4.04,1.49,3.73,4.04,1.11,8.27
MLP_seq,5535.956,84960555.272,9217.405,0.11,6.67,43.33,63.33,5.77,3.04,5.24,5.77,0.25,9.7
MLP_seq,5004.128,70632996.765,8404.344,0.1,6.67,40.0,73.33,2.29,0.17,2.82,2.29,2.67,8.75
MLP_seq,5316.947,78931061.032,8884.315,0.11,6.67,40.0,66.67,4.08,1.35,3.72,4.08,1.44,8.51
MLP_seq,5161.33,84224969.82,9177.416,0.1,10.0,46.67,66.67,5.29,2.96,5.52,5.29,0.6,10.63
MLP_seq,5154.821,83590227.58,9142.769,0.1,20.0,40.0,73.33,5.33,3.56,6.11,5.33,1.78,11.2
MLP_seq,5075.263,80656525.235,8980.898,0.1,16.67,40.0,73.33,3.21,0.81,3.27,3.21,1.63,8.22
MLP_seq,5342.123,82102602.592,9061.049,0.11,23.33,36.67,70.0,4.78,3.38,5.6,4.78,1.99,10.1
MLP_seq,4892.102,77781188.798,8819.364,0.1,20.0,43.33,73.33,4.48,2.09,4.42,4.48,0.33,9.1
MLP_seq,5315.114,81430034.535,9023.859,0.11,13.33,40.0,73.33,5.04,2.52,4.81,5.04,0.03,9.42
MLP_seq,6320.147,96800705.557,9838.735,0.12,10.0,23.33,63.33,7.84,5.24,7.87,7.84,2.59,13.11
MLP_seq,4729.124,75233036.054,8673.698,0.1,20.0,46.67,73.33,2.61,0.37,2.95,2.61,1.9,8.12
MLP_seq,4860.521,80172149.769,8953.89,0.1,13.33,50.0,76.67,4.46,1.79,4.34,4.46,0.92,9.45
MLP_seq,5056.707,81698969.245,9038.748,0.1,20.0,46.67,70.0,3.89,1.46,3.88,3.89,1.0,8.73
MLP_seq,5316.135,79508060.071,8916.729,0.11,13.33,36.67,63.33,3.38,1.2,3.78,3.38,1.0,8.95
MLP_seq,5655.375,85174537.218,9229.005,0.11,10.0,40.0,63.33,3.61,1.17,3.63,3.61,1.31,8.59
MLP_seq,6381.821,97555459.138,9877.017,0.12,3.33,30.0,60.0,7.83,5.29,7.15,7.83,2.71,10.95
MLP_seq,5414.252,69158641.063,8316.167,0.11,10.0,30.0,63.33,1.83,1.57,1.79,1.83,5.07,8.38
MLP_seq,5462.727,81565962.477,9031.388,0.11,20.0,33.33,66.67,3.23,0.26,2.61,3.23,2.77,7.34
MLP_seq,5254.343,77828517.535,8822.047,0.11,3.33,43.33,63.33,4.21,1.46,3.79,4.21,1.35,8.5
MLP_seq,5791.598,82217529.396,9067.388,0.12,10.0,26.67,56.67,2.56,0.29,2.64,2.56,3.21,8.46
MLP_seq,4931.378,73711354.278,8585.532,0.1,26.67,40.0,70.0,1.99,0.74,1.56,1.99,3.5,6.2
MLP_seq,5322.585,75538543.008,8691.291,0.11,23.33,46.67,63.33,2.9,0.87,3.43,2.9,1.17,8.56
MLP_seq,4907.868,74975865.978,8658.861,0.1,20.0,36.67,80.0,2.2,0.86,1.91,2.2,4.0,7.44
MLP_seq,5480.134,81107534.612,9005.972,0.11,10.0,36.67,60.0,5.03,2.45,4.81,5.03,0.17,9.56
MLP_seq,6369.783,97268245.811,9862.467,0.12,16.67,26.67,56.67,7.84,4.87,7.19,7.84,1.83,11.87
MLP_seq,5137.732,83228900.551,9122.987,0.1,10.0,50.0,73.33,7.6,5.4,7.73,7.6,3.18,12.4
MLP_seq,4619.634,76002717.025,8717.954,0.09,30.0,50.0,73.33,2.1,0.16,2.39,2.1,2.43,7.49
MLP_seq,4712.789,75177930.655,8670.521,0.09,23.33,43.33,73.33,3.06,0.95,3.35,3.06,1.18,8.18
MLP_seq,5513.171,79845343.816,8935.622,0.11,10.0,33.33,66.67,4.08,1.86,4.37,4.08,0.37,9.39
MLP_seq,5479.452,75724371.766,8701.975,0.11,20.0,36.67,56.67,2.12,0.69,1.8,2.12,3.56,6.8
MLP_seq,5031.796,75852029.303,8709.307,0.1,26.67,40.0,63.33,2.32,0.08,2.71,2.32,2.18,7.99
MLP_seq,5114.725,68288907.182,8263.71,0.1,13.33,30.0,66.67,2.55,0.0,3.21,2.55,2.58,9.51
MLP_seq,5540.467,84133861.007,9172.451,0.11,3.33,40.0,70.0,4.67,1.96,3.92,4.67,0.79,7.9
MLP_seq,4915.31,76936350.927,8771.337,0.1,13.33,50.0,66.67,3.3,1.42,3.91,3.3,0.46,8.89
MLP_seq,5065.754,74156782.341,8611.433,0.1,16.67,40.0,63.33,2.24,0.36,3.34,2.24,1.53,9.26
MLP_seq,4640.366,73506505.42,8573.593,0.09,20.0,56.67,76.67,2.8,1.16,3.51,2.8,0.47,8.24
MLP_seq,5311.931,75360469.147,8681.041,0.11,16.67,36.67,66.67,2.96,0.47,3.07,2.96,2.05,8.29
MLP_seq,4711.196,74601246.874,8637.201,0.09,20.0,53.33,73.33,4.01,1.89,4.26,4.01,0.24,9.03
MLP_seq,5228.869,74611220.898,8637.779,0.11,13.33,30.0,63.33,3.15,0.96,3.47,3.15,1.24,8.5
MLP_seq,6192.449,91046539.241,9541.831,0.12,6.67,30.0,66.67,6.99,3.97,6.58,6.99,0.87,11.8
MLP_seq,4493.923,73846605.331,8593.405,0.09,33.33,50.0,83.33,3.22,1.29,3.7,3.22,0.64,8.54
MLP_seq,4533.607,76979684.758,8773.807,0.09,26.67,60.0,73.33,4.26,1.8,4.58,4.26,0.7,10.12
MLP_seq,4784.732,72960200.834,8541.674,0.1,20.0,43.33,76.67,1.61,0.24,2.25,1.61,2.1,7.26
MLP_seq,5349.357,75044537.901,8662.825,0.11,10.0,33.33,56.67,3.42,1.27,3.75,3.42,0.9,8.74
MLP_seq,5399.065,78419144.952,8855.458,0.11,23.33,46.67,63.33,3.33,1.08,3.47,3.33,1.18,8.28
MLP_seq,5262.008,79175060.325,8898.037,0.11,20.0,40.0,60.0,3.41,1.04,3.45,3.41,1.36,8.3
MLP_seq,5891.826,92411122.982,9613.07,0.11,10.0,33.33,60.0,6.37,2.98,6.19,6.37,0.54,12.49
MLP_seq,5229.176,76892528.94,8768.839,0.11,16.67,40.0,60.0,1.53,0.09,2.73,1.53,1.34,8.01
MLP_seq,4745.486,75006297.874,8660.618,0.09,23.33,53.33,66.67,3.38,2.05,4.56,3.38,0.73,9.59
MLP_seq,5318.121,79761588.911,8930.934,0.11,6.67,40.0,70.0,2.68,0.7,3.35,2.68,1.28,8.64
MLP_seq,4547.281,71332975.803,8445.885,0.09,26.67,50.0,76.67,3.07,1.33,3.46,3.07,0.4,7.79
MLP_seq,5457.068,84853403.948,9211.591,0.11,16.67,30.0,63.33,4.79,2.07,4.76,4.79,0.7,10.13
MLP_seq,4717.894,72741695.847,8528.874,0.1,23.33,43.33,73.33,2.08,0.43,2.18,2.08,2.98,7.42
MLP_seq,5127.564,74470067.414,8629.604,0.1,13.33,43.33,66.67,4.66,2.18,4.64,4.66,0.33,9.57
MLP_seq,6361.703,90629024.807,9519.928,0.13,13.33,26.67,60.0,6.1,2.55,5.17,6.1,1.13,10.4
MLP_seq,4329.792,72487453.856,8513.956,0.09,33.33,50.0,80.0,2.75,0.58,3.08,2.75,1.62,8.11
MLP_seq,4718.272,77174808.945,8784.919,0.09,26.67,46.67,70.0,3.66,1.47,4.04,3.66,0.73,9.19
MLP_seq,4710.233,72449233.869,8511.712,0.1,30.0,43.33,73.33,2.0,0.22,2.53,2.0,1.55,7.21
MLP_seq,5254.744,72049579.279,8488.202,0.11,6.67,36.67,70.0,2.91,0.75,3.17,2.91,1.43,8.05
MLP_seq,5600.951,77750652.045,8817.633,0.11,10.0,40.0,60.0,4.04,1.75,4.12,4.04,0.56,8.9
MLP_seq,4999.271,77787787.818,8819.739,0.1,16.67,46.67,66.67,4.01,2.37,4.62,4.01,0.74,9.16
MLP_seq,5442.308,75622691.679,8696.131,0.11,6.67,36.67,66.67,5.2,1.83,5.1,5.2,1.65,11.5
MLP_seq,4982.5,76028261.402,8719.419,0.1,10.0,50.0,70.0,3.81,1.97,4.45,3.81,0.14,9.43
MLP_seq,4763.279,77193743.589,8785.997,0.09,23.33,46.67,73.33,3.61,1.65,4.12,3.61,0.32,9.08
MLP_seq,5236.11,76498421.014,8746.338,0.11,13.33,30.0,63.33,3.15,1.17,3.75,3.15,0.81,8.91
MLP_seq,4599.485,73141872.982,8552.302,0.09,30.0,56.67,76.67,2.57,0.69,3.27,2.57,1.19,8.44
MLP_seq,5501.604,80194253.836,8955.124,0.11,16.67,36.67,63.33,3.91,1.52,3.75,3.91,0.9,8.27
MLP_seq,4553.252,72207110.791,8497.477,0.09,26.67,46.67,76.67,2.73,0.7,3.29,2.73,1.33,8.46
MLP_seq,5228.743,76687919.629,8757.164,0.1,10.0,36.67,66.67,4.28,2.04,4.48,4.28,0.22,9.38
MLP_seq,6049.456,88107228.431,9386.545,0.12,13.33,26.67,60.0,5.68,2.35,5.1,5.68,1.09,10.59
MLP_seq,4536.923,75385301.557,8682.471,0.09,26.67,50.0,83.33,3.68,1.44,3.9,3.68,0.83,8.84
MLP_seq,4701.796,76924984.462,8770.689,0.09,20.0,53.33,76.67,4.28,1.97,4.41,4.28,0.37,9.33
MLP_seq,4666.69,73510676.943,8573.837,0.09,26.67,46.67,76.67,3.31,1.45,3.75,3.31,0.42,8.4
MLP_seq,5274.408,73175286.534,8554.255,0.11,6.67,33.33,66.67,3.63,1.42,4.01,3.63,0.81,9.2
MLP_seq,5642.82,81094083.103,9005.225,0.11,13.33,40.0,60.0,5.02,2.33,4.73,5.02,0.41,9.55
MLP_seq,5127.401,76752135.966,8760.83,0.1,16.67,53.33,66.67,3.92,1.95,4.68,3.92,0.02,10.11
MLP_seq,5949.856,91938012.14,9588.431,0.12,3.33,23.33,60.0,5.74,1.46,4.69,5.74,3.04,11.01
MLP_seq,5362.72,79362147.66,8908.544,0.11,6.67,33.33,66.67,4.84,2.75,4.8,4.84,0.66,8.96
MLP_seq,4923.059,72291264.14,8502.427,0.1,23.33,40.0,70.0,2.58,0.82,3.62,2.58,0.94,9.19
MLP_seq,5229.112,75716812.48,8701.541,0.1,13.33,33.33,70.0,2.88,1.83,4.33,2.88,0.81,9.35
MLP_seq,4413.264,72537270.027,8516.881,0.09,20.0,60.0,73.33,3.22,1.92,4.26,3.22,0.63,8.99
MLP_seq,5642.106,77190862.772,8785.833,0.11,10.0,36.67,60.0,4.17,2.25,4.69,4.17,0.34,9.58
MLP_seq,4839.186,75333740.137,8679.501,0.1,20.0,46.67,70.0,3.83,1.35,4.02,3.83,1.18,9.35
MLP_seq,5457.705,77232552.245,8788.205,0.11,6.67,33.33,66.67,3.57,1.35,3.61,3.57,0.9,8.18
MLP_seq,6762.315,93521540.003,9670.654,0.14,3.33,13.33,53.33,5.62,1.72,4.84,5.62,2.36,10.98
MLP_seq,4707.057,76777117.375,8762.255,0.09,26.67,46.67,80.0,4.9,1.98,4.21,4.9,1.0,8.71
MLP_seq,4527.643,75750325.915,8703.466,0.09,23.33,53.33,76.67,3.64,1.67,3.99,3.64,0.31,8.67
MLP_seq,4492.314,71974041.717,8483.752,0.09,23.33,46.67,80.0,3.47,1.76,3.8,3.47,0.05,7.96
MLP_seq,5445.966,78420496.736,8855.535,0.11,10.0,36.67,60.0,3.61,1.91,4.39,3.61,0.22,9.36
MLP_seq,5593.939,74613577.231,8637.915,0.11,13.33,43.33,60.0,4.36,1.64,3.9,4.36,1.13,8.45
MLP_seq,5439.122,79876384.765,8937.359,0.11,13.33,40.0,70.0,2.84,1.57,4.49,2.84,0.32,10.27
MLP_seq,7549.018,111016090.324,10536.417,0.15,3.33,10.0,43.33,4.58,0.66,4.48,4.58,3.44,11.86
MLP_seq,6007.662,76537267.776,8748.558,0.12,6.67,30.0,60.0,5.0,3.6,5.28,5.0,2.21,8.72
MLP_seq,5542.546,77802797.256,8820.589,0.11,10.0,30.0,60.0,2.57,0.38,3.13,2.57,1.82,8.62
MLP_seq,6011.943,84659344.968,9201.051,0.12,13.33,23.33,53.33,3.31,1.7,4.61,3.31,0.1,10.39
MLP_seq,4552.059,74809686.067,8649.259,0.09,16.67,50.0,83.33,3.24,1.52,3.69,3.24,0.2,8.11
MLP_seq,6099.348,83884597.204,9158.853,0.12,16.67,33.33,53.33,4.9,2.44,4.5,4.9,0.06,8.68
MLP_seq,4644.59,72736000.286,8528.54,0.09,30.0,46.67,73.33,3.27,0.61,3.17,3.27,2.11,8.3
MLP_seq,6115.607,86452649.017,9297.992,0.12,6.67,23.33,56.67,2.91,0.76,3.25,2.91,1.39,8.26
MLP_seq,7447.661,93179341.013,9652.945,0.15,3.33,10.0,33.33,5.75,1.48,5.18,5.75,3.01,12.34
MLP_seq,4592.925,72741681.647,8528.873,0.09,20.0,43.33,83.33,3.36,1.3,3.48,3.36,0.77,7.91
MLP_seq,4427.735,74805229.668,8649.002,0.09,26.67,56.67,76.67,3.14,1.03,3.51,3.14,1.1,8.49
MLP_seq,5040.063,73550740.743,8576.173,0.1,13.33,36.67,66.67,3.1,0.87,2.92,3.1,1.39,7.1
MLP_seq,6005.245,83212616.428,9122.095,0.12,13.33,26.67,43.33,2.58,0.99,3.72,2.58,0.6,9.17
MLP_seq,6496.016,96206687.449,9808.501,0.13,13.33,33.33,53.33,4.37,1.15,3.7,4.37,2.16,8.8
MLP_seq,4912.801,77371810.558,8796.125,0.1,23.33,40.0,73.33,1.1,3.81,1.21,1.1,6.57,4.03
MLP_seq,4701.984,70557727.648,8399.865,0.1,16.67,43.33,80.0,2.43,1.02,3.08,2.43,0.39,7.29
MLP_seq,4580.502,67766898.556,8232.065,0.09,23.33,50.0,73.33,4.64,2.13,3.95,4.64,0.43,7.68
MLP_seq,4584.705,64332289.688,8020.741,0.09,26.67,40.0,76.67,2.28,0.62,2.97,2.28,1.03,7.72
MLP_seq,4662.21,74959754.625,8657.93,0.09,20.0,53.33,76.67,1.99,0.51,1.87,1.99,3.05,6.68
MLP_seq,4445.867,73405716.342,8567.714,0.09,30.0,56.67,76.67,3.15,0.95,2.99,3.15,1.27,7.14
MLP_seq,4980.831,76234600.751,8731.243,0.1,23.33,40.0,70.0,3.98,1.69,4.0,3.98,0.63,8.66
MLP_seq,4805.904,75190940.128,8671.271,0.1,23.33,40.0,73.33,5.08,2.55,4.76,5.08,0.02,9.25
MLP_seq,4980.318,76981118.23,8773.888,0.1,26.67,43.33,70.0,3.97,2.21,4.33,3.97,0.45,8.64
MLP_seq,5239.232,78378256.339,8853.15,0.11,16.67,36.67,70.0,2.69,0.11,2.5,2.69,2.95,7.73
MLP_seq,4703.477,72221633.581,8498.331,0.09,23.33,43.33,76.67,3.57,1.2,3.65,3.57,1.19,8.58
MLP_seq,5057.098,77100624.387,8780.696,0.1,16.67,43.33,70.0,4.21,1.81,4.18,4.21,0.63,8.97
MLP_seq,4705.558,68614054.003,8283.36,0.1,20.0,53.33,73.33,3.5,1.51,3.57,3.5,0.49,7.77
MLP_seq,4971.602,78684741.779,8870.442,0.1,30.0,40.0,76.67,4.99,2.74,5.09,4.99,0.47,9.82
MLP_seq,5058.342,73544556.068,8575.812,0.1,20.0,46.67,70.0,4.19,1.99,4.49,4.19,0.23,9.5
MLP_seq,4923.345,76426383.037,8742.218,0.1,16.67,46.67,70.0,4.55,2.19,4.53,4.55,0.2,9.26
MLP_seq,4866.128,73317010.555,8562.535,0.1,13.33,46.67,76.67,5.76,3.51,5.5,5.76,1.24,9.55
MLP_seq,4819.677,70741966.73,8410.824,0.1,16.67,43.33,73.33,4.21,1.61,3.85,4.21,1.04,8.39
MLP_seq,4807.434,72594279.941,8520.228,0.1,26.67,53.33,66.67,2.91,0.76,2.67,2.91,1.42,6.59
MLP_seq,4823.646,74081538.022,8607.063,0.1,23.33,50.0,76.67,2.46,0.56,2.76,2.46,1.34,7.21
MLP_seq,4667.401,72630950.24,8522.379,0.09,23.33,53.33,70.0,3.42,1.11,3.12,3.42,1.22,7.22
MLP_seq,4895.881,77485886.318,8802.607,0.1,26.67,50.0,66.67,4.25,2.43,4.79,4.25,0.62,9.54
MLP_seq,4744.042,72745247.409,8529.082,0.09,16.67,43.33,70.0,4.65,2.18,4.47,4.65,0.31,9.08
MLP_seq,5094.103,75430610.394,8685.08,0.1,10.0,43.33,73.33,4.01,1.35,3.9,4.01,1.37,9.01
MLP_seq,5023.127,79937030.721,8940.751,0.1,16.67,46.67,73.33,3.79,0.97,3.58,3.79,1.9,8.81
MLP_seq,4769.872,78021617.919,8832.985,0.09,23.33,43.33,76.67,4.49,2.44,4.45,4.49,0.39,8.53
MLP_seq,4689.253,76793418.429,8763.185,0.09,23.33,50.0,76.67,4.98,2.64,4.79,4.98,0.29,9.14
MLP_seq,4643.042,71845257.319,8476.158,0.09,20.0,53.33,76.67,4.23,2.09,4.19,4.23,0.06,8.44
