validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
MLP_seq,5077.694,77929573.486,8827.773,0.1,16.67,46.67,73.33,4.22,1.42,3.89,4.22,1.43,8.85
MLP_seq,5768.906,84608167.017,9198.27,0.11,13.33,33.33,70.0,7.16,4.95,6.72,7.16,2.72,10.35
MLP_seq,6531.409,97404511.5,9869.372,0.13,10.0,20.0,53.33,7.7,5.38,7.26,7.7,3.02,11.1
MLP_seq,6146.828,96200491.938,9808.185,0.12,10.0,33.33,63.33,5.64,4.02,5.75,5.64,2.4,9.31
MLP_seq,6207.031,93590386.244,9674.212,0.12,16.67,36.67,56.67,7.18,4.15,5.18,7.18,1.03,7.35
MLP_seq,5572.528,92211994.67,9602.708,0.11,23.33,46.67,66.67,6.82,4.82,6.0,6.82,2.82,8.46
MLP_seq,5601.689,87726507.988,9366.243,0.11,20.0,33.33,60.0,4.79,2.64,4.93,4.79,0.49,9.53
MLP_seq,5494.827,92811374.298,9633.866,0.11,20.0,46.67,73.33,3.76,2.12,3.88,3.76,0.48,7.51
MLP_seq,6166.07,93111237.1,9649.416,0.12,13.33,33.33,63.33,8.16,6.79,8.3,8.16,5.43,11.41
MLP_seq,5471.624,82660113.794,9091.761,0.11,6.67,40.0,63.33,4.89,1.62,4.26,4.89,1.75,9.54
MLP_seq,5666.969,82503645.013,9083.152,0.11,10.0,26.67,63.33,4.78,2.32,4.35,4.78,0.19,8.5
MLP_seq,5378.082,86410208.732,9295.709,0.11,23.33,46.67,73.33,1.73,0.17,1.58,1.73,1.38,4.5
MLP_seq,5339.57,80932356.55,8996.241,0.11,16.67,33.33,63.33,4.62,2.08,4.16,4.62,0.49,8.38
MLP_seq,5787.609,86101684.783,9279.099,0.12,6.67,40.0,63.33,5.85,2.54,4.66,5.85,0.87,8.97
MLP_seq,5849.459,86616465.441,9306.797,0.11,6.67,33.33,63.33,6.6,3.88,6.02,6.6,1.09,10.36
MLP_seq,4997.694,75952545.051,8715.076,0.1,20.0,46.67,76.67,4.52,2.11,4.48,4.52,0.34,9.27
MLP_seq,5704.814,88241242.83,9393.681,0.11,13.33,40.0,73.33,7.7,4.23,6.61,7.7,0.62,11.4
MLP_seq,6412.29,96630517.699,9830.082,0.12,6.67,30.0,56.67,7.19,4.11,6.23,7.19,0.93,10.52
MLP_seq,5933.351,90660901.319,9521.602,0.12,13.33,36.67,63.33,3.46,1.16,3.31,3.46,1.16,7.67
MLP_seq,5655.142,90957296.413,9537.153,0.11,20.0,40.0,60.0,5.01,3.15,4.86,5.01,1.3,8.37
MLP_seq,5996.996,94831392.143,9738.141,0.12,16.67,40.0,63.33,7.51,4.68,6.21,7.51,1.78,9.36
MLP_seq,5411.264,85546959.906,9249.16,0.11,16.67,46.67,66.67,5.15,3.12,5.5,5.15,1.09,10.29
MLP_seq,5280.105,91913970.104,9587.177,0.11,23.33,56.67,70.0,4.35,2.64,4.43,4.35,0.93,8.11
MLP_seq,5756.353,89615073.974,9466.524,0.11,20.0,36.67,70.0,5.48,3.96,5.92,5.48,2.45,9.92
MLP_seq,5519.926,86900059.05,9322.02,0.11,26.67,33.33,60.0,5.08,2.65,5.17,5.08,0.19,10.21
MLP_seq,6052.219,89040309.39,9436.117,0.12,6.67,40.0,60.0,4.61,2.22,4.5,4.61,0.2,9.12
MLP_seq,6530.208,95084068.617,9751.106,0.13,10.0,23.33,60.0,8.99,5.52,7.24,8.99,1.91,10.77
MLP_seq,5413.218,80656298.472,8980.885,0.11,10.0,36.67,66.67,6.06,3.26,5.45,6.06,0.4,9.9
MLP_seq,5628.556,81979357.446,9054.245,0.11,10.0,26.67,73.33,6.01,2.52,4.57,6.01,1.09,8.73
MLP_seq,5765.951,81845891.258,9046.872,0.11,3.33,30.0,70.0,6.0,2.87,4.92,6.0,0.35,9.09
MLP_seq,5733.166,87216475.593,9338.976,0.11,10.0,36.67,70.0,5.51,2.98,5.43,5.51,0.42,10.35
MLP_seq,5933.694,88499944.297,9407.441,0.12,10.0,33.33,66.67,7.72,5.03,6.86,7.72,2.28,10.62
MLP_seq,6038.997,89729776.486,9472.58,0.12,10.0,26.67,63.33,5.34,2.61,4.48,5.34,0.18,8.32
MLP_seq,5999.063,93149862.866,9651.418,0.12,13.33,33.33,60.0,5.45,3.27,5.35,5.45,1.07,9.56
MLP_seq,6206.124,95421427.376,9768.389,0.12,13.33,30.0,60.0,6.69,4.12,5.49,6.69,1.51,8.34
MLP_seq,5400.179,83214801.248,9122.215,0.11,20.0,40.0,70.0,4.21,2.06,3.9,4.21,0.11,7.67
MLP_seq,5389.009,86042754.553,9275.923,0.11,16.67,43.33,60.0,3.52,1.4,3.85,3.52,0.74,8.78
MLP_seq,5821.439,98292364.238,9914.251,0.11,16.67,46.67,60.0,6.33,4.28,5.9,6.33,2.22,9.25
MLP_seq,5854.1,93641860.263,9676.872,0.11,16.67,36.67,66.67,7.08,5.21,7.06,7.08,3.33,10.85
MLP_seq,5617.689,86710477.008,9311.846,0.11,23.33,33.33,66.67,6.7,4.14,6.45,6.7,1.54,11.12
MLP_seq,6048.569,92695388.545,9627.844,0.12,6.67,30.0,70.0,6.54,4.36,6.23,6.54,2.15,10.06
MLP_seq,5696.751,95646691.628,9779.913,0.12,13.33,43.33,70.0,2.38,0.98,2.24,2.38,0.41,4.87
MLP_seq,5415.13,82578684.32,9087.281,0.11,13.33,36.67,70.0,5.07,2.12,4.18,5.07,0.91,8.37
MLP_seq,5593.593,81849387.656,9047.065,0.11,10.0,36.67,66.67,6.52,3.67,5.55,6.52,0.77,9.38
MLP_seq,5507.826,80489186.161,8971.577,0.11,16.67,36.67,70.0,6.57,3.55,5.68,6.57,0.45,10.01
MLP_seq,5136.887,78527728.497,8861.587,0.1,10.0,46.67,76.67,5.73,2.78,4.88,5.73,0.24,9.13
MLP_seq,5849.181,87179297.031,9336.985,0.11,10.0,26.67,70.0,7.46,4.6,6.57,7.46,1.67,10.57
MLP_seq,6443.173,98280755.183,9913.665,0.12,10.0,23.33,56.67,7.62,4.74,6.83,7.62,1.79,11.07
MLP_seq,5875.754,88773061.34,9421.946,0.12,13.33,40.0,66.67,3.9,2.21,3.96,3.9,0.54,7.56
MLP_seq,5409.317,87711322.573,9365.432,0.11,20.0,43.33,63.33,2.7,1.44,3.25,2.7,0.2,6.95
MLP_seq,5900.373,92165535.669,9600.288,0.11,6.67,40.0,63.33,7.69,5.43,7.14,7.69,3.14,10.66
MLP_seq,5903.983,93745263.27,9682.214,0.11,6.67,30.0,70.0,6.67,4.2,6.31,6.67,1.7,10.58
MLP_seq,5619.662,97083040.218,9853.073,0.11,23.33,40.0,66.67,6.23,4.67,6.54,6.23,3.12,10.37
MLP_seq,6301.535,100527265.766,10026.329,0.12,13.33,26.67,63.33,7.87,5.29,7.2,7.87,2.66,11.11
MLP_seq,5464.959,83510952.445,9138.433,0.11,16.67,40.0,63.33,4.87,1.73,4.21,4.87,1.48,9.19
MLP_seq,5935.225,90905250.623,9534.425,0.11,10.0,23.33,70.0,6.99,5.11,6.97,6.99,3.23,10.76
MLP_seq,6236.154,102424351.843,10120.492,0.13,13.33,33.33,63.33,3.39,1.98,3.52,3.39,0.59,6.71
MLP_seq,5091.493,75867258.586,8710.181,0.1,16.67,40.0,66.67,3.55,0.57,2.83,3.55,2.49,7.39
MLP_seq,5593.329,80917070.315,8995.392,0.11,10.0,30.0,63.33,5.13,1.9,4.21,5.13,1.42,8.88
MLP_seq,5334.775,77840621.731,8822.733,0.11,6.67,43.33,70.0,5.94,3.38,5.42,5.94,0.78,9.57
MLP_seq,5089.121,78103596.328,8837.624,0.1,20.0,50.0,70.0,5.06,2.48,4.78,5.06,0.15,9.44
MLP_seq,5758.875,85341935.721,9238.07,0.11,10.0,33.33,66.67,7.19,4.59,6.53,7.19,1.94,10.5
MLP_seq,6314.732,96176082.698,9806.941,0.12,6.67,33.33,56.67,7.09,4.25,6.35,7.09,1.34,10.62
MLP_seq,5954.165,92434214.682,9614.271,0.12,10.0,40.0,63.33,5.74,3.98,5.96,5.74,2.21,10.0
MLP_seq,6226.801,96564879.986,9826.743,0.12,20.0,33.33,60.0,8.49,6.71,8.94,8.49,4.94,13.43
MLP_seq,5825.406,88794140.827,9423.064,0.12,10.0,20.0,73.33,0.43,0.4,1.8,0.43,1.22,6.26
MLP_seq,6491.957,104807778.265,10237.567,0.12,13.33,30.0,50.0,6.73,4.71,6.91,6.73,2.68,11.35
MLP_seq,6319.233,102725175.727,10135.343,0.12,16.67,33.33,56.67,7.82,5.72,7.65,7.82,3.6,11.58
MLP_seq,6018.546,98989924.531,9949.368,0.12,13.33,36.67,63.33,6.49,4.34,6.72,6.49,2.17,11.5
MLP_seq,5985.179,88915313.548,9429.492,0.11,13.33,26.67,66.67,9.09,5.89,8.24,9.09,2.58,12.97
MLP_seq,5988.263,91056532.093,9542.355,0.12,6.67,40.0,63.33,5.09,3.19,4.77,5.09,1.27,8.04
MLP_seq,5724.612,91148042.197,9547.148,0.12,13.33,46.67,66.67,3.35,1.66,3.13,3.35,0.02,6.17
MLP_seq,5359.477,79999585.625,8944.249,0.11,13.33,36.67,70.0,4.85,1.97,4.42,4.85,0.98,9.36
MLP_seq,5401.413,77693957.644,8814.418,0.11,16.67,36.67,63.33,4.22,1.19,3.04,4.22,1.93,6.85
MLP_seq,5498.829,77594197.056,8808.757,0.11,6.67,43.33,63.33,5.3,2.69,5.0,5.3,0.04,9.65
MLP_seq,5231.44,81917985.53,9050.856,0.11,20.0,40.0,66.67,3.69,1.3,3.73,3.69,1.12,8.63
MLP_seq,6539.667,94028234.501,9696.816,0.13,6.67,20.0,63.33,8.52,5.12,7.02,8.52,1.58,10.9
MLP_seq,6327.402,91590573.967,9570.296,0.12,13.33,23.33,53.33,7.42,4.93,6.77,7.42,2.4,10.54
MLP_seq,5991.149,94255450.563,9708.525,0.12,23.33,40.0,63.33,4.01,1.63,3.56,4.01,0.77,7.51
MLP_seq,5685.479,89231278.664,9446.231,0.12,23.33,50.0,63.33,2.3,0.94,2.79,2.3,0.41,6.59
MLP_seq,5774.397,88939206.536,9430.759,0.12,10.0,40.0,66.67,4.98,2.45,3.83,4.98,0.12,6.71
MLP_seq,5690.918,94396255.249,9715.774,0.11,16.67,40.0,60.0,5.12,3.01,5.29,5.12,0.89,9.89
MLP_seq,5928.228,94875516.946,9740.406,0.12,10.0,33.33,66.67,6.32,4.33,5.73,6.32,2.32,8.65
MLP_seq,5919.842,88442022.731,9404.362,0.12,20.0,30.0,63.33,2.8,1.41,3.59,2.8,0.02,8.0
MLP_seq,5459.057,86773459.575,9315.227,0.11,16.67,40.0,66.67,5.44,3.37,5.91,5.44,1.29,10.98
MLP_seq,6313.72,92427789.752,9613.937,0.12,6.67,20.0,63.33,6.68,3.94,5.84,6.68,1.14,9.71
MLP_seq,6182.402,97903081.667,9894.599,0.13,10.0,33.33,63.33,0.58,0.34,1.35,0.58,1.25,4.84
MLP_seq,5178.923,76286971.187,8734.241,0.11,10.0,40.0,66.67,3.02,0.66,3.05,3.02,1.72,7.86
MLP_seq,5399.989,77829380.557,8822.096,0.11,13.33,36.67,63.33,5.28,2.63,4.89,5.28,0.07,9.46
MLP_seq,5465.96,73844598.001,8593.288,0.11,6.67,30.0,70.0,3.84,1.72,3.74,3.84,0.42,7.87
MLP_seq,4929.318,76667832.572,8756.017,0.1,23.33,43.33,66.67,3.28,1.47,4.11,3.28,0.33,9.38
MLP_seq,5471.842,79414822.571,8911.499,0.11,13.33,40.0,63.33,5.53,3.48,5.5,5.53,1.41,9.63
MLP_seq,6122.281,92786117.882,9632.555,0.12,10.0,26.67,60.0,5.21,3.16,5.24,5.21,1.11,9.47
MLP_seq,5660.055,87719237.885,9365.855,0.11,16.67,40.0,66.67,3.37,2.1,3.91,3.37,0.84,7.63
MLP_seq,6489.798,110637614.198,10518.442,0.13,20.0,36.67,56.67,4.8,3.32,5.17,4.8,1.84,8.95
MLP_seq,5274.467,85717411.48,9258.37,0.11,23.33,40.0,70.0,2.26,0.47,2.66,2.26,1.31,7.09
MLP_seq,5897.854,93568313.01,9673.072,0.12,10.0,33.33,60.0,4.43,2.06,4.52,4.43,0.33,9.45
MLP_seq,6099.021,95544804.039,9774.702,0.12,10.0,33.33,60.0,1.26,0.17,2.78,1.26,0.91,8.01
MLP_seq,5721.063,85992823.609,9273.232,0.11,13.33,33.33,60.0,4.24,1.92,4.17,4.24,0.42,8.71
MLP_seq,5389.204,83012864.308,9111.14,0.11,10.0,36.67,70.0,4.54,2.28,5.07,4.54,0.0,10.63
MLP_seq,6258.119,94161487.853,9703.684,0.12,10.0,33.33,56.67,6.28,3.71,5.93,6.28,1.1,10.43
MLP_seq,6194.795,97789216.922,9888.843,0.13,3.33,30.0,66.67,2.15,1.3,2.75,2.15,0.46,5.75
MLP_seq,5089.693,75890304.921,8711.504,0.1,16.67,43.33,66.67,3.73,0.86,3.38,3.73,2.06,8.44
MLP_seq,5396.299,75682913.755,8699.593,0.11,13.33,33.33,70.0,4.31,1.49,3.69,4.31,1.39,8.16
MLP_seq,5334.181,75387144.15,8682.577,0.11,13.33,30.0,66.67,4.29,2.29,4.47,4.29,0.28,8.89
MLP_seq,4908.869,73380302.078,8566.23,0.1,23.33,46.67,73.33,3.79,1.9,4.63,3.79,0.0,10.08
MLP_seq,5632.522,79416631.691,8911.601,0.11,6.67,43.33,66.67,5.23,2.78,4.97,5.23,0.29,9.4
MLP_seq,6097.14,88516869.6,9408.34,0.12,10.0,30.0,56.67,5.2,3.0,4.86,5.2,0.78,8.66
MLP_seq,5686.547,86905947.34,9322.336,0.11,20.0,40.0,63.33,3.91,2.27,4.27,3.91,0.64,8.34
MLP_seq,6403.539,108984508.897,10439.565,0.13,20.0,36.67,60.0,5.88,3.9,5.61,5.88,1.92,9.12
MLP_seq,5479.76,87329571.772,9345.029,0.11,26.67,40.0,63.33,3.47,2.12,3.93,3.47,0.78,7.63
MLP_seq,5390.667,89624246.116,9467.008,0.11,23.33,40.0,66.67,3.07,0.86,3.54,3.07,1.36,8.88
MLP_seq,5678.547,90964525.194,9537.532,0.11,16.67,40.0,66.67,2.85,1.06,3.04,2.85,0.72,7.09
MLP_seq,5672.129,87020972.255,9328.503,0.11,16.67,43.33,63.33,3.67,2.2,4.31,3.67,0.74,8.6
MLP_seq,5231.569,80819336.865,8989.958,0.1,13.33,43.33,66.67,3.28,1.42,4.05,3.28,0.43,9.3
MLP_seq,6262.385,93042576.315,9645.858,0.12,6.67,36.67,60.0,7.03,4.57,6.63,7.03,2.08,10.82
MLP_seq,6117.819,98430880.706,9921.234,0.13,10.0,30.0,63.33,1.28,0.76,2.38,1.28,0.25,5.72
MLP_seq,5185.559,76644033.522,8754.658,0.1,10.0,43.33,73.33,4.32,2.32,4.82,4.32,0.31,9.84
MLP_seq,5189.018,71534409.32,8457.802,0.11,20.0,40.0,63.33,3.83,0.9,3.06,3.83,2.1,7.44
MLP_seq,5302.479,73185681.782,8554.863,0.11,13.33,40.0,66.67,4.54,2.76,4.76,4.54,0.99,8.84
MLP_seq,5034.815,77789423.654,8819.831,0.1,20.0,40.0,70.0,4.22,2.36,4.69,4.22,0.51,9.37
MLP_seq,5440.431,78206525.804,8843.445,0.11,13.33,36.67,66.67,5.85,3.55,5.45,5.85,1.23,9.34
MLP_seq,6279.699,95212259.794,9757.677,0.12,6.67,36.67,56.67,5.44,3.05,5.02,5.44,0.64,9.02
MLP_seq,5766.859,88165293.781,9389.638,0.11,16.67,36.67,63.33,3.68,2.67,4.51,3.68,1.68,8.29
MLP_seq,6100.875,102573213.81,10127.843,0.12,16.67,36.67,60.0,6.85,4.63,6.29,6.85,2.38,9.72
MLP_seq,5566.055,87649722.968,9362.143,0.12,23.33,43.33,60.0,1.0,0.62,1.32,1.0,2.24,5.3
MLP_seq,5432.415,91922049.358,9587.599,0.11,20.0,46.67,60.0,4.16,2.78,5.14,4.16,1.41,9.89
MLP_seq,5959.073,93357878.886,9662.188,0.12,13.33,30.0,66.67,4.34,2.01,4.29,4.34,0.34,8.88
MLP_seq,6039.44,94368266.568,9714.333,0.12,16.67,36.67,63.33,3.92,1.98,4.52,3.92,0.04,9.6
MLP_seq,5199.77,82536742.001,9084.973,0.1,16.67,36.67,70.0,4.62,2.55,5.11,4.62,0.46,10.25
MLP_seq,6157.342,91572547.0,9569.355,0.12,20.0,26.67,63.33,6.32,3.69,5.63,6.32,1.02,9.59
MLP_seq,6327.031,102511518.544,10124.797,0.13,3.33,36.67,56.67,3.61,2.51,3.69,3.61,1.43,6.16
MLP_seq,5029.107,77456912.439,8800.961,0.1,16.67,50.0,73.33,3.89,2.04,4.25,3.89,0.19,8.73
MLP_seq,5294.481,72586267.903,8519.758,0.11,6.67,26.67,70.0,4.11,1.56,4.09,4.11,1.02,9.16
MLP_seq,5273.184,72528365.999,8516.359,0.11,10.0,36.67,63.33,4.19,2.74,4.58,4.19,1.3,8.35
MLP_seq,4932.115,77895964.179,8825.869,0.1,16.67,46.67,70.0,4.63,2.45,4.76,4.63,0.26,9.42
MLP_seq,5478.747,80463728.113,8970.158,0.11,10.0,46.67,66.67,5.23,3.1,5.13,5.23,0.95,9.26
MLP_seq,6013.157,87303022.344,9343.609,0.12,16.67,40.0,56.67,5.21,3.83,5.7,5.21,2.47,9.52
MLP_seq,5785.753,97285211.804,9863.327,0.12,16.67,46.67,63.33,3.0,1.84,3.63,3.0,0.7,7.31
MLP_seq,6892.631,119261409.334,10920.687,0.14,13.33,43.33,56.67,2.1,1.74,3.38,2.1,1.38,6.77
MLP_seq,6180.238,97159998.176,9856.977,0.13,23.33,40.0,56.67,2.56,1.19,2.89,2.56,0.16,6.39
MLP_seq,5702.402,93837732.915,9686.988,0.11,13.33,43.33,66.67,2.91,1.78,3.82,2.91,0.65,7.99
MLP_seq,7103.542,112619614.3,10612.239,0.15,6.67,23.33,56.67,0.11,0.3,2.12,0.11,0.48,6.98
MLP_seq,6402.425,98380527.593,9918.696,0.13,16.67,40.0,53.33,2.89,0.86,2.95,2.89,1.19,7.2
MLP_seq,5769.806,87442925.372,9351.092,0.11,3.33,26.67,60.0,4.02,1.62,4.41,4.02,0.81,9.98
MLP_seq,6601.132,101097284.187,10054.715,0.13,20.0,30.0,53.33,4.33,2.77,5.38,4.33,1.21,10.61
MLP_seq,6737.963,111567292.174,10562.542,0.14,13.33,26.67,56.67,4.14,3.3,3.71,4.14,2.48,4.59
MLP_seq,5136.246,75332210.253,8679.413,0.1,16.67,40.0,70.0,4.54,1.54,4.27,4.54,1.53,9.7
MLP_seq,5516.765,74272209.312,8618.133,0.11,16.67,23.33,53.33,4.58,1.22,3.31,4.58,2.24,7.55
MLP_seq,5207.702,72359641.482,8506.447,0.11,20.0,33.33,66.67,4.47,3.2,4.5,4.47,1.94,7.21
MLP_seq,5041.434,74071150.468,8606.46,0.1,30.0,43.33,63.33,4.46,2.52,4.79,4.46,0.57,9.38
MLP_seq,5503.95,81419004.855,9023.248,0.11,16.67,43.33,63.33,5.64,3.18,5.23,5.64,0.68,9.39
MLP_seq,6083.881,89660466.268,9468.921,0.12,20.0,36.67,60.0,6.27,4.07,5.98,6.27,1.84,9.88
MLP_seq,6291.881,88727170.652,9419.51,0.13,6.67,30.0,56.67,5.32,2.7,4.47,5.32,0.03,8.11
MLP_seq,6043.843,84108422.133,9171.064,0.12,3.33,36.67,56.67,5.42,2.67,4.28,5.42,0.14,7.6
MLP_seq,5238.692,83438748.981,9134.481,0.11,20.0,53.33,66.67,2.68,0.25,2.07,2.68,3.24,6.74
MLP_seq,5394.532,80951790.869,8997.321,0.11,20.0,43.33,60.0,4.63,3.05,5.32,4.63,1.47,9.9
MLP_seq,5072.586,79918057.915,8939.69,0.1,26.67,50.0,70.0,3.8,1.75,3.59,3.8,0.32,7.38
MLP_seq,5439.932,86318911.59,9290.797,0.11,13.33,36.67,73.33,6.24,3.44,5.4,6.24,0.58,9.4
MLP_seq,5265.609,73573791.508,8577.517,0.11,16.67,36.67,66.67,2.3,0.71,1.56,2.3,3.78,6.15
MLP_seq,5497.888,84454810.072,9189.93,0.11,10.0,40.0,73.33,6.58,4.63,7.0,6.58,2.68,11.76
MLP_seq,5389.416,79830826.548,8934.81,0.11,13.33,33.33,66.67,3.84,0.96,3.61,3.84,1.98,8.91
MLP_seq,5180.604,78754984.508,8874.401,0.1,30.0,43.33,70.0,4.96,1.77,3.69,4.96,1.51,7.61
MLP_seq,5301.245,77420661.734,8798.901,0.11,20.0,40.0,66.67,4.83,2.42,4.08,4.83,0.01,7.49
MLP_seq,5488.55,80253854.964,8958.452,0.11,10.0,43.33,66.67,3.47,0.75,2.9,3.47,2.03,7.28
MLP_seq,5151.97,77151077.692,8783.569,0.1,16.67,40.0,66.67,3.9,0.64,2.81,3.9,2.72,7.22
MLP_seq,5379.448,83342626.405,9129.218,0.11,23.33,46.67,63.33,5.06,2.33,4.61,5.06,0.46,9.22
MLP_seq,5478.28,80988221.402,8999.346,0.11,16.67,43.33,70.0,6.18,3.44,5.36,6.18,0.64,9.29
MLP_seq,5412.689,81458675.634,9025.446,0.11,20.0,40.0,60.0,3.76,0.79,2.75,3.76,2.26,6.76
MLP_seq,5756.34,97466541.171,9872.514,0.11,23.33,40.0,66.67,5.33,3.39,5.23,5.33,1.44,9.0
MLP_seq,5191.537,79113810.832,8894.594,0.11,20.0,46.67,66.67,3.3,0.81,3.1,3.3,1.71,7.72
MLP_seq,5512.554,88677557.058,9416.876,0.11,23.33,40.0,63.33,5.05,2.61,4.9,5.05,0.13,9.54
MLP_seq,5598.852,92250276.831,9604.701,0.11,23.33,43.33,66.67,5.83,2.63,4.89,5.83,0.67,9.45
MLP_seq,5701.074,90814421.075,9529.66,0.11,16.67,40.0,60.0,6.35,3.76,5.86,6.35,1.13,10.1
MLP_seq,5117.396,77396857.262,8797.548,0.1,20.0,50.0,66.67,3.62,1.04,3.32,3.62,1.58,7.94
MLP_seq,5714.385,87842342.508,9372.425,0.11,16.67,33.33,66.67,5.66,2.55,4.76,5.66,0.65,9.22
MLP_seq,5443.596,84967646.032,9217.79,0.11,23.33,43.33,70.0,4.25,1.19,2.83,4.25,1.95,6.2
MLP_seq,5474.799,82391899.745,9076.998,0.11,13.33,30.0,66.67,5.91,3.24,5.1,5.91,0.51,8.92
MLP_seq,5820.747,85372858.339,9239.743,0.11,10.0,36.67,60.0,6.8,4.16,6.28,6.8,1.47,10.57
MLP_seq,5896.747,86987613.966,9326.715,0.12,6.67,30.0,63.33,6.36,3.34,5.34,6.36,0.24,9.43
MLP_seq,5126.33,76661467.678,8755.653,0.1,16.67,40.0,70.0,4.74,1.53,3.41,4.74,1.78,7.26
MLP_seq,5153.178,73410945.148,8568.019,0.11,13.33,50.0,70.0,3.55,1.2,2.84,3.55,1.18,6.24
MLP_seq,5753.926,83145421.508,9118.411,0.12,3.33,30.0,66.67,5.67,2.61,4.35,5.67,0.53,7.93
